name;addr
Church of the Messiah United Methodist Church;51 North State Street Westerville OH 43081
Church of the Master United Methodist Church;24 North Grove St Westerville OH 43081
Rush Creek United Methodist Church;32697 State Route 37 Richwood OH 43344
First United Methodist Church of Richwood;18 S Fulton Street Richwood OH 43344
Blooming Grove United Methodist Church;9665 County Road 20 Galion OH 44833
Appleton United Methodist Church;10927 Van Fossen Rd Croton OH 43013
Miller Memorial United Methodist Church;5241 Miller Church Rd Johnstown OH 43031
Pharisburg United Methodist Church;State Route 4 Marysville OH 43040
South Vernon United Methodist Church;142 Columbus Road Mount Vernon OH 43050
Johnstown United Methodist Church;159 S Main Street Johnstown OH 43031
Brandon United Methodist Church;13492 Sycamore Road Mount Vernon OH 43050
Salem United Methodist Church;6518 Salem Rd Fredericktown OH 43019
Mulberry Street United Methodist Church;205 N Mulberry Street Mount Vernon OH 43050
Steam Corners United Methodist Church;8955 State Route 314 Mansfield OH 44904
Gay Street United Methodist Church;18 North Gay Street Mount Vernon OH 43050
Jerome United Methodist Church;10531 Jerome Rd Plain City OH 43064
Saint Paul United Methodist Church;746 Cherry Street Galion OH 44833
Church of the Good Shepherd United Methodist Church;6176 Sharon Woods Boulevard Columbus OH 43229
Korean United Methodist Church;5899 Cleveland Ave Columbus OH 43231
Christ United Methodist Church Galion;130 East Walnut Street Galion OH 44833
Berlin UMC;17900 Knox Lake Road FREDERICKTOWN OH 43019
Claibourne;14913 Harmon Patrick Road Richwood OH 43344
Lemert;1336 STEVENS RD GALION OH 44833
Plankton;1336 STEVENS RD GALION OH 44833
Worthington United Methodist Church;600 High St Columbus OH 43085
New Albany United Methodist Church;20 South Third Street New Albany OH 43054
New Dover United Methodist Church;16637 Church St Marysville OH 43040
Linworth United Methodist Church;7070 Bent Tree Boulevard Columbus OH 43235
Indian Run United Methodist Church;6305 Brand Rd Dublin OH 43016
Epworth United Methodist Church;5100 Karl Road Columbus OH 43229
Church of the Cross;236 Otterbein Drive Mansfield OH 44904
Liberty United Methodist Church;8576 Liberty Church Road Johnstown OH 43031
Morral United Methodist Church;206 W Neff St Morral OH 43337
Ebenezer United Methodist Church;14764  Wooster Rd Mount Vernon OH 43050
Living Tree Umc United Methodist Church;4200 Regent Street Suite 200 Columbus OH 43219
Bethel International United Methodist Church;1220 Bethel Rd Columbus OH 43220
New Bloomington;2540 AGOSTA-MEEKER N NEW BLOOMINGTON OH 43341
Mt. Zion United Methodist Church;1192 MT ZION RD BUCYRUS OH 44820
Maple Grove United Methodist Church;7 W Henderson Road Columbus OH 43214
Maize Manor United Methodist Church;3901 Maize Road Columbus OH 43224
Woodlawn United Methodist Church;1675 Hopley Avenue State Hwy 19 & Dundee Trl Bucyrus OH 44820
Chapel Hill UMC;3716 Bellville North Rd Mansfield OH 44904
Northwest United Methodist Church;5200 Riverside Drive Columbus OH 43220
Stonybrook United Methodist Church;485 Cherry Bottom Rd Columbus OH 43230
Meeker United Methodist Church;6400 Harding Hwy W New Bloomington OH 43341
Crestline First United Methodist Church;202 North Thoman Street Crestline OH 44827
Gambier Epworth United Methodist Church;200 E Wiggin Street Gambier OH 43022
Bucyrus United Methodist Church;227 S. Walnut St. Bucyrus OH 44820
North Broadway United Methodist Church;48 E North Broadway Columbus OH 43214
Marysville First United Methodist Church;207 South Court Street Marysville OH 43040
Utica United Methodist Church;626 North Street Utica OH 43080
Alexandria United Methodist Church;72 Church St Alexandria OH 43001
LaRue United Methodist Church;166 N High St La Rue OH 43332
Ebenezer United Methodist Church;2048 Denune Columbus OH 43211
Centenary United Methodist Church;2048 Denune Avenue Columbus OH 43211
Ontario United Methodist Church;3540 Park Ave West Mansfield OH 44906
Scioto Ridge United Methodist Church;4343 Dublin Road Hilliard OH 43026
Miracles And Blessings Umc United Methodist Church;4062 E 34th St. Columbus OH 43218
Amlin United Methodist Church;5441 Cosgray Road Dublin OH 43016
Hopewell United Methodist Church;20220 Hopewell Road Mount Vernon OH 43050
Three Crosses: A United Methodist Fellowship;12 Cleveland St Butler OH 44822
Caldwell Memorial UMC;4277 St. Rt. 161 Irwin OH 43029
North United Methodist Church;42 E Tompkins Street Columbus OH 43202
Maynard Avenue United Methodist Church;2350 Indianola Ave Columbus OH 43202
Columbus Vietnamese United Methodist Church;3901 Maize Rd Columbus OH 43224
Mansfield Korean United Methodist Church;480 Beech Dr Mansfield OH 44906
Journey Community Church;11100 Lafayette-Plain City Road Plain City OH 43064
Harpster United Methodist Church;17508 Cherokee St Harpster OH 43323
York Center United Methodist Church;28170 St. Rt. 739 West Mansfield OH 43358
Riverside United Methodist Church;2701 Zollinger Rd Columbus OH 43221
Summit United Methodist Church;82 East 16th Ave Columbus OH 43201
Lee Avenue United Methodist Church;1264 Lee Avenue Columbus OH 43219
Chatham United Methodist Church;7345 Preston Road NE Newark OH 43055
Unionville Center;127 W MAIN ST Unionville Center OH 43077
Raymond United Methodist Church;21535 Main Street Raymond OH 43067
King Avenue United Methodist Church;299 King Avenue Columbus OH 43201
Hilliard United Methodist Church;5445 Scioto Darby Road Hilliard OH 43026
Summit Station United Methodist Church;6626 Summit Road SW Pataskala OH 43062
Nevada United Methodist Church;317 North Main St Nevada OH 44849
Saint Luke's United Methodist Church;1150 West 5th Avenue Columbus OH 43212
Stone Village Church;139 E 2nd Ave Columbus OH 43201
Trinity United Methodist Church;1581 Cambridge Boulevard Columbus OH 43212
Church of the Redeemer United Methodist Church;235 MCNAUGHTEN RD COLUMBUS OH 43213
St Louisville United Methodist Church;127 Sugar St. Saint Louisville OH 43071
Bexley United Methodist Church;2657 E Broad St Columbus OH 43209
Asbury North United Methodist Church;1586 Clifton Ave Columbus OH 43203
Main Street United Methodist Church;230 South Main St Mansfield OH 44902
Whitehall United Methodist Church;525 Bernhard Rd Columbus OH 43213
First United Methodist Church ;12 N Diamond St Mansfield OH 44902
Bennington Chapel United Methdoist Church;2520 MARTINSBURG RD UTICA OH 43080
Centenary United Methodist Church;102 E Broadway Granville OH 43023
Broad Street United Methodist Church;501 East Broad St Columbus OH 43215
Pataskala United Methodist Church;458 South Main Street Pataskala OH 43062
Central City Church;PO Box 12413 Columbus OH 43212
Eastview United Methodist Church;1045 Ross Road Columbus  OH 43227
Marseilles United Methodist Church;Corner of Walnut & US Highway 67 (Intersection of US 37 & US 67) Upper Sandusky OH 43351
Milford Center United Methodist Church;52 E State Milford Center OH 43045
Livingston United Methodist Church;200 East Livingston Avenue Columbus OH 43215
West Park United Methodist Church;89 West Park Ave Columbus OH 43222
Hepburn United Methodist Church;21463 County Rd 144 Kenton OH 43326
Cambodian Congregation United Methodist Church;2833 Valleyview Drive Columbus OH 43204
Glenwood United Methodist Church;2833 Valleyview Dr Columbus OH 43204
Reynoldsburg United Methodist Church;1636 Graham Road Reynoldsburg OH 43068
Christ United Methodist Church;1480 Zettler Rd Columbus OH 43227
United Methodist Church For All People;946 Parsons Ave Columbus OH 43206
Scioto United Methodist Church;5196 State Route 4 Bucyrus OH 44820
Jelloway United Methodist Church;21248 Wooster Road Danville OH 43014
Hilltop United Methodist Church;99 S Highland Avenue Columbus OH 43223
Westgate United Methodist Church;61 South Powell Ave Columbus OH 43204
East Liberty United Methodist Church;3045 Main St East Liberty OH 43319
Thurman Avenue United Methodist Church;415 Thurman Ave Columbus OH 43206
Wagram United Methodist Church;9535 Mink St Southwest Reynoldsburg OH 43068
Rhinehart;17680 TWP RD 195 Mount Victory OH 43340
Mount Victory United Methodist Church;115 North Main St Mount Victory OH 43340
West Mansfield United Methodist Church;212  East Center West Mansfield OH 43358
Otterbein United Methodist Church;19914 County Road 190 Kenton OH 43326
Gates-Fourth United Methodist Church;119 E Gates Street Columbus OH 43206
Blissfield;8735 HAZEL DELL RD Utica OH 43080
Parkview United Methodist Church;344 South Algonquin Ave Columbus OH 43204
Wesley Chapel United Methodist Church;12544 CR 63 Upper Sandusky OH 43351
Trinity United Methodist Church;1592 Grace St Mansfield OH 44905
Etna United Methodist Church;500 Pike Street Etna OH 43018
Danville United Methodist Church;408 South Market Street Danville OH 43014
North Greenfield United Methodist Church;9609 CR-2 West Mansfield OH 43358
Christian Endeavor United Methodist Church;1415 Londondale Parkway Newark OH 43055
Union-Salem United Methodist Church;7970 Highway 128 Upper Sandusky OH 43351
Gethsemane United Methodist Church;5081 Carbondale Dr Columbus OH 43232
Salem United Methodist Church;17008 TR 96 Upper Sandusky OH 43351
Clair United Methodist Church;293 E Barthman Ave #295 Columbus OH 43207
John Stewart United Methodist Church;170 West Johnson St 127 S. 7th Street Upper Sandusky OH 43351
First United Methodist Church of Shelby;18 South Gamble Street Shelby OH 44875
Trinity Evangelical;108 Malabar Drive UPPER SANDUSKY OH 43351
Wesley Chapel United Methodist Church;18814 Chapel Rd Danville OH 43014
Tiro United Methodist Church;202 Sherman Ave. PO Box 27 Tiro OH 44887
Crossroads United Methodist Church;1100 South Hague Avenue Columbus OH 43204
Trinity United Methodist Church;209 East Main St Shelby OH 44875
St. Mark's United Methodist Church;5200 Sullivant Avenue Columbus OH 43228
Brice United Methodist Church;3160 Brice Road Brice OH 43109
Wright Memorial United Methodist Church;735 Mt Vernon Road Newark OH 43055
New Horizons United Methodist Church;1665 Harrisburg Pike Columbus OH 43223
Cox United Methodist Church;50 South 30th Street Newark OH 43055
Ridgeway United Methodist Church;111 North East St Ridgeway OH 43345
Wesley Church of Hope United Methodist Church;2935 Bulen Avenue At Fairwood Av. and Watkins Rd. Columbus OH 43207
Perrysville United Methodist Church;139 E First St Perrysville OH 44864
Kirkersville United Methodist Church;180 Main Street Kirkersville OH 43033
Pleasant View United Methodist Church;6031 Fallsburg Rd Newark OH 43055
Neal Avenue United Methodist Church;12 Neal Avenue Newark OH 43055
Columbia Heights United Methodist Church;775 Galloway Road Galloway OH 43119
Asbury South United Methodist Church;4760 Winchester Pike Columbus OH 43232
First United Methodist Church of Newark;88 North Fifth Street Newark OH 43055
Church In The Mall United Methodist Church;771 South 30th Street Heath OH 43056
Christ United Methodist Church;1149 Hebron Rd Heath OH 43056
Heath United Methodist Church;1149 Hebron Road Heath OH 43056
Middleburg United Methodist Church;11824 State Route 287 PO Box 1 Middleburg OH 43336
North Lewisburg United Methodist Church;124  East Maple St North Lewisburg OH 43060
Faith United Methodist Church;261 East Main Street Newark OH 43055
Peace United Methodist Church;235 Diley Road Pickerington OH 43147
Obetz United Methodist Church;1781 Obetz  Ave Columbus OH 43207
New Washington United Methodist Church;402 S Center Street New Washington OH 44854
West Jefferson United Methodist Church;36 South Center St West Jefferson OH 43162
Grove City United Methodist Church;2684 Columbus Street Grove City OH 43123
White Chapel United Methodist Church;6177 White Chapel Rd Newark OH 43055
Hebron New Life United Methodist Church;1128 Lake Forest Dr Hebron OH 43025
Jackson Chapel United Methodist Church;4473 Jackson Pike Grove City OH 43123
Loudonville United Methodist Church;124 N Market Loudonville OH 44842
Walnut Hill United Methodist Church;975 Rathmell Rd Columbus OH 43207
Big Springs;5635 St. Rt. 274 E. Rushsylvania OH 43347
Groveport United Methodist Church;512 Main Street Groveport OH 43125
Fairview United Methodist Church;6100 Fairview Rd Pickerington OH 43147
New Zion United Methodist Church;10991 Snyder Church Road Baltimore OH 43105
Trinity United Methodist Church;4850 Haughn Rd Grove City OH 43123
Brushy Fork United Methodist Church;15314 BRUSHY FORK RD SE Heath OH 43056
United Methodist Church of Sycamore;211 North Sycamore Ave Sycamore OH 44882
Paradise Hill United Methodist Church;1491 State Route 603 Ashland OH 44805
Jacksontown United Methodist Church;9350 Jacksontown Rd South East Jacksontown OH 43030
Smith Chapel;4895 Reform Rd Newark OH 43055
Epworth United Methodist Church;457 S Detroit St Kenton OH 43326
New Guilford United Methodist Church;30770 New Guilford Rd Walhonding OH 43843
Faith United Methodist Church;1574 OH 96 Ashland OH 44805
Marne United Methodist Church;1019 Licking Valley Rd NE Newark OH 43055
Faith United Methodist Church;15 W Columbus Street Canal Winchester OH 43110
First United Methodist Church of Kenton;234 N Main St Kenton OH 43326
Grant;7484 State Highway 53 Kenton OH 43326
Hope United Methodist Church;83 East Columbus Street Canal Winchester OH 43110
Rushsylvania United Methodist Church;152 Rush St Rushsylvania OH 43347
Millersport United Methodist Church;2310 Refugee Street NE Millersport OH 43046
Olivesburg United Methodist Church;4748 State Route 545 Ashland OH 44805
Union Pisgah United Methodist Church;7880 CR 35 Attica OH 44807
Zanesfield United Methodist Church;2880 Main Street Zanesfield OH 43360
Pleasant Chapel United Methodist Church;3827 Pleasant Chapel Road SE Heath OH 43056
Patterson United Methodist Church;204 W MAIN ST Forest OH 45843
Forest United Methodist Church;111 E Dixon Street Forest OH 45843
Big Oak United Methodist Church;11018 CR 81 Wharton OH 43359
