,name,addr,attend,denom,lat,lon
1021,Bethany Baptist Church,Lindenwold, NJ,6000,NONDENOM,39.812002,-75.005563
1022,Christ Church,Rockaway, NJ,5000,NONDENOM,40.90121,-74.514323
1023,Metropolitan Baptist Church,Newark, NJ,2500,BAPT,40.735657,-74.172367
1024,Gloucester County Community Church,Sewell, NJ,2500,NONDENOM,39.766503,-75.144344
1025,Hawthorne Gospel Church,Hawthorne, NJ,2200,NONDENOM,40.949265,-74.153755
1026,First Baptist Church of Lincoln Gardens,Somerset, NJ,6000,BAPT,40.497604,-74.488487
1027,Fellowship Alliance Chapel,Medford, NJ,2500,CMA,39.900947,-74.823496
1028,Legacy Church,Albuquerque, NM,10100,NONDENOM,35.084103,-106.650985
1029,CopperPointe Church,Albuquerque, NM,2000,NONDENOM,35.084103,-106.650985
1030,Destiny Center Church,Rio Rancho, NM,1800,NONDENOM,35.269381,-106.632819
1031,Faith Christian Family Church,Clovis, NM,2000,NONDENOM,34.405472,-103.205071
1032,Pinon Hills Community Church,Farmington, NM,2000,NONDENOM,36.729115,-108.205445
1033,Calvary Baptist Church,Las Cruces, NM,1800,SBC,32.314035,-106.779808
1034,Sagebrush Community Church,Albuquerque, NM,9000,NONDENOM,35.084103,-106.650985
1035,Calvary Chapel of Albuquerque,Albuquerque, NM,16830,CAL,35.084103,-106.650985
1036,Hoffmantown Church,Albuquerque, NM,1800,SBC,35.084103,-106.650985
1037,Casa del Rey,Alburquerque, NM,3100,AG,35.084103,-106.650985
1038,The Crossing A Christian Church,Las Vegas, NV,2577,CHRISTIAN,36.167256,-115.148516
1039,Living Stones Church,Reno, NV,2297,NONDENOM,39.526121,-119.812658
1040,Victory Missionary Baptist Church,Las Vegas, NV,2000,UNK,36.167256,-115.148516
1041,Grace Church,Reno, NV,2500,NONDENOM,39.526121,-119.812658
1042,Grace Community Church,Reno, NV,2800,NONDENOM,39.526121,-119.812658
1043,Shadow Hills Church,Las Vegas, NV,2547,SBC,36.167256,-115.148516
1044,Apex Church,Las Vegas, NV,3500,NONDENOM,36.167256,-115.148516
1045,Summit Christian Church,Sparks, NV,2467,CHRISTIAN,39.540468,-119.748724
1046,International Church of Las Vegas,Las Vegas, NV,5000,AG,36.167256,-115.148516
1047,Central Christian Church,Henderson, NV,21055,CHRISTIAN,36.030113,-114.982619
1048,Canyon Ridge Christian Church,Las Vegas, NV,6500,CHRISTIAN,36.167256,-115.148516
1049,Calvary Chapel Spring Valley,Las Vegas, NV,3000,CAL,36.167256,-115.148516
1050,The Church at South Las Vegas,Henderson, NV,3200,NONDENOM,36.030113,-114.982619
1051,LifePoint Church,Minden, NV,2000,NONDENOM,38.954249,-119.765617
1052,Full Gospel Tabernacle Church,Orchard Park, NY,2200,CHRISTIAN,42.767038,-78.743552
1053,Abyssinian Baptist Church,Harlem, NY,4000,NBC,40.809752,-73.949986
1054,Saint Paul Community Baptist,Brooklyn, NY,2000,NONDENOM,40.652601,-73.949721
1055,Elim International Fellowship,Brooklyn, NY,2000,UNK,40.652601,-73.949721
1056,El Centro Cristiano Adonai,Corona, NY,1900,UNK,40.746959,-73.860146
1057,Iglesia Pentecostal Macedonia,New York, NY,4550,PENT,40.750183,-73.983759
1058,Bethany Baptist Church,Brooklyn, NY,1800,SBC,40.652601,-73.949721
1059,The Wesleyan Church of Hamburg,Hamburg, NY,1900,WES,42.716293,-78.828717
1060,Thessalonia Baptist Church,Bronx, NY,2000,BAPT,40.847019,-73.897212
1061,Bridge Street AME,Brooklyn, NY,2500,AME,40.652601,-73.949721
1062,Times Square Church,New York, NY,8000,UNK,40.750183,-73.983759
1063,International Christian Center,Staten Island, NY,2450,AG,40.583456,-74.149605
1064,Eastern Hills Wesleyan Church,Williamsville, NY,2500,WES,42.963784,-78.737726
1065,Smithtown Gospel Tabernacle,Smithtown, NY,2700,NONDENOM,40.855931,-73.200669
1066,Metro International Church,Brooklyn, NY,2400,NONDENOM,40.652601,-73.949721
1067,Concord Baptist Church of Christ,Brooklyn, NY,2500,BAPT,40.652601,-73.949721
1068,Zion Dominion Global Ministries,Amherst, NY,2000,COGIC,40.768888,-73.954511
1069,The Father's House,Rochester, NY,3500,UNK,43.157285,-77.615214
1070,Northway Fellowship Church,Clifton Park, NY,2000,NONDENOM,40.770616,-73.994759
1071,Redeemer Presbyterian Church,New York City, NY,5200,PCA,40.740281,-73.994801
1072,Christian Faith Fellowship Family Church,Middletown, NY,2500,NONDENOM,41.45011,-74.416481
1073,Christ Tabernacle,Glendale, NY,4000,NONDENOM,40.701492,-73.886803
1074,Grace Fellowship Church,Latham, NY,3400,NONDENOM,42.744406,-73.761563
1075,Upper Room Christian World Center,Dix Hills, NY,2200,NONDENOM,40.804821,-73.33623
1076,Brooklyn Tabernacle,Brooklyn, NY,10000,UNK,40.652601,-73.949721
1077,The Riverside Church,New York, NY,2500,NONDENOM,40.750183,-73.983759
1078,Calvary Baptist Church,New York, NY,2000,BAPT,40.750183,-73.983759
1079,Highland Church,Jamaica, NY,3000,NONDENOM,40.702913,-73.800643
1080,Greater Centennial A.M.E. Zion Church,Mount Vernon, NY,2100,AME,40.723374,-73.838697
1081,Grace Community Church,Washingtonville, NY,2293,BGC,40.954222,-73.737414
1082,Love Fellowship Tabernacle,Brooklyn, NY,2000,NONDENOM,40.652601,-73.949721
1083,Abundant Life Christian Center,East Syracuse, NY,2000,PENT,43.065345,-76.078533
1084,Emmanuel Baptist Church,Brooklyn, NY,2200,ABC,40.652601,-73.949721
1085,The Chapel,Getzville, NY,4800,NONDENOM,43.024324,-78.767833
1086,Promise New York Church,Flushing, NY,3800,AG,40.76543,-73.817429
1087,Perfecting Faith Church,Freeport, NY,2000,UNK,40.657607,-73.583583
1088,Bethel Gospel Tabernacle,Jamaica, NY,2000,NONDENOM,40.702913,-73.800643
1089,Christian Cultural Center,Brooklyn, NY,13000,NONDENOM,40.652601,-73.949721
1090,Canaan Baptist Church of Christ,New York, NY,3000,BAPT,40.750183,-73.983759
1091,The Korean Presbyterian Church of Queens,Flushing, NY,3000,KPCA,40.76543,-73.817429
1092,Allen AME Church,Jamaica, NY,6150,AME,40.702913,-73.800643
1093,Grace Church,Middleburg Heights, OH,3600,UNK,41.36144,-81.812912
1094,Cleveland Baptist Church,Cleveland, OH,2010,SBC,41.505161,-81.693445
1095,Christ's Church At Mason,Mason, OH,2519,CHRISTIAN,39.360059,-84.309939
1096,Reynoldsburg United Methodist Church,Reynoldsburg, OH,2200,UMC,39.954786,-82.812119
1097,The Chapel,Akron, OH,7347,NONDENOM,41.083064,-81.518485
1098,Apex Community Church,Kettering, OH,2500,SBC,39.689504,-84.168827
1099,Mount Zion Baptist Church of Oakwood Village,Oakwood Village, OH,3000,BAPT,41.365333,-81.507896
1100,Akron Baptist Temple,Akron, OH,3000,NONDENOM,41.083064,-81.518485
1101,Jersey Baptist Church,Pataskala, OH,1900,SBC,39.995573,-82.674237
1102,Solid Rock Church,Monroe, OH,4000,NONDENOM,39.443269,-84.363365
1103,SouthBrook Christian Church,Miamisburg, OH,3100,CHRISTIAN,39.642836,-84.286608
1104,Faith Family Church,Canton, OH,3000,NONDENOM,40.798546,-81.374951
1105,First Church of God,Columbus, OH,4000,COG,39.96226,-83.000707
1106,Canton Baptist Temple,Canton, OH,1800,BAPT,40.798546,-81.374951
1107,World Harvest Church,Canal Winchester, OH,5000,NONDENOM,39.842822,-82.805646
1108,CedarCreek.tv,Perrysburg, OH,9155,NONDENOM,41.557118,-83.627932
1109,Vineyard Christian Fellowship,Beavercreek, OH,3000,VINE,39.709226,-84.063269
1110,Church of the Open Door,Elyria, OH,2500,NONDENOM,41.367319,-82.107358
1111,The Chapel,Sandusky, OH,2200,NONDENOM,41.4561,-82.711581
1112,Christ Emmanuel Christian Fellowship,Cincinnati, OH,2000,NONDENOM,39.101454,-84.51246
1113,Crossroads,Cincinnati, OH,16792,NONDENOM,39.101454,-84.51246
1114,Far Hills Community Church,Dayton, OH,2000,SBC,39.758948,-84.191607
1115,The House of the Lord,Akron, OH,3000,NONDENOM,41.083064,-81.518485
1116,Victory Christian Center,Lowellville, OH,2500,AG,41.035942,-80.536226
1117,Fairfield Christian Church,Lancaster, OH,2000,NONDENOM,39.713675,-82.599329
1118,Upper Arlington Lutheran Church,Columbus, OH,2200,LUTH,39.96226,-83.000707
1119,The Word Church,Cleveland, OH,7000,UNK,41.505161,-81.693445
1120,Shiloh Baptist Church,Dayton, OH,2500,BAPT,39.758948,-84.191607
1121,Cuyahoga Valley Community Church,Broadview Heights, OH,2000,UNK,41.313943,-81.685127
1122,Lima Community Church,Lima, OH,1888,NAZ,40.739979,-84.105006
1123,Cornerstone Church,Toledo, OH,4000,NONDENOM,41.652914,-83.537817
1124,Grace Church,Norton, OH,4000,UNK,41.029222,-81.63818
1125,Heritage Christian Church,Westerville, OH,2700,CHRISTIAN,40.126139,-82.929529
1126,RiverTree Christian Church,Massillon, OH,2600,CHRISTIAN,40.796512,-81.52316
1127,Parkside Church,Chagrin Falls, OH,4000,NONDENOM,41.436589,-81.385506
1128,Montgomery Community Church,Cincinnati, OH,2500,ABC,39.101454,-84.51246
1129,Lincoln Heights Missionary Baptist Church,Cincinnati, OH,3200,BAPT,39.101454,-84.51246
1130,Crossroads Community Church,Mansfield, OH,5500,NONDENOM,40.75839,-82.515447
1131,Columbus Christian Center Church,Columbus, OH,2500,NONDENOM,39.96226,-83.000707
1132,Olivet Institutional Baptist Church,Cleveland, OH,2000,UNK,41.505161,-81.693445
1133,NewPointe Community Church,Dover, OH,3200,METH,40.521338,-81.474148
1134,New Life Church,Gahanna, OH,1800,NONDENOM,40.019563,-82.879136
1135,Christian Life Center,Dayton, OH,2700,AG,39.758948,-84.191607
1136,Grace Brethren Church of Columbus,Westerville, OH,2500,BRETHREN,40.126139,-82.929529
1137,Christ Community Chapel,Hudson, OH,4500,NONDENOM,41.240056,-81.440667
1138,Cypress Wesleyan Church,Galloway, OH,3200,WES,39.913921,-83.163334
1139,Man's Authentic Nature,Loveland, OH,4000,VINE,39.26768,-84.274604
1140,Fairhaven Church,Centerville, OH,3500,CMA,39.628393,-84.159382
1141,First Christian Church,Springfield, OH,2074,CHRISTIAN,39.923405,-83.810138
1142,Vineyard Community Church,Cincinnati, OH,5829,VINE,39.101454,-84.51246
1143,Grove City Church of the Nazarene,Grove City, OH,3446,NAZ,39.881452,-83.092965
1144,Xenos Christian Fellowship,Columbus, OH,5000,NONDENOM,39.96226,-83.000707
1145,New Salem Baptist Church,Columbus, OH,2000,BAPT,39.96226,-83.000707
1146,Only Believe Ministries Christian Center,Botkins, OH,2000,NONDENOM,40.467826,-84.180502
1147,Vineyard Church of Columbus,Westerville, OH,7827,VINE,40.126139,-82.929529
1148,Ginghamsburg United Methodist Church,Tipp City, OH,4600,UMC,39.958389,-84.172164
1149,First Baptist Church,Oklahoma City, OK,2000,SBC,35.472989,-97.517054
1150,Edmond's First Baptist Church,Edmond, OK,2000,SBC,35.657137,-97.464904
1151,Crossroads Cathedral,Oklahoma City, OK,2500,AG,35.472989,-97.517054
1152,Boston Avenue United Methodist Church,Tulsa, OK,2004,UMC,36.155681,-95.992911
1153,Asbury United Methodist Church,Tulsa, OK,3274,UMC,36.155681,-95.992911
1154,Westmoore Community Church,Oklahoma City, OK,2000,EC,35.472989,-97.517054
1155,Faith Tabernacle,Oklahoma City, OK,2000,AG,35.472989,-97.517054
1156,People's Church,Oklahoma City, OK,6000,AG,35.472989,-97.517054
1157,Grace Church,Broken Arrow, OK,1800,NONDENOM,36.052599,-95.79082
1158,Victory Christian Center,Tulsa, OK,9500,UNK,36.155681,-95.992911
1159,LifeChurch.tv,Edmond, OK,30000,EC,35.657137,-97.464904
1160,Journey Church,Norman, OK,3300,EC,35.222572,-97.439482
1161,Cathedral of Praise,Oklahoma City, OK,1800,PENT,35.472989,-97.517054
1162,First Baptist Church,Broken Arrow, OK,2100,SBC,36.052599,-95.79082
1163,Church at Battle Creek,Broken Arrow, OK,2092,SBC,36.052599,-95.79082
1164,Rhema Bible Church,Tulsa, OK,5500,UNK,36.155681,-95.992911
1165,Broken Arrow Baptist Church,Tulsa, OK,2092,SBC,36.155681,-95.992911
1166,Crossings Community Church,Oklahoma City, OK,5500,NONDENOM,35.472989,-97.517054
1167,Guts Church,Tulsa, OK,4000,NONDENOM,36.155681,-95.992911
1168,Memorial Road Church of Christ,Edmond, OK,2600,COC,35.657137,-97.464904
1169,Church on the Move,Tulsa, OK,10000,NONDENOM,36.155681,-95.992911
1170,Destiny Church,Broken Arrow, OK,1800,NONDENOM,36.052599,-95.79082
1171,Victory Life Family Worship Center,Durant, OK,4000,UNK,33.991976,-96.377676
1172,Southwest Baptist Church,Oklahoma City, OK,2500,BAPT,35.472989,-97.517054
1173,Church of the Harvest,Oklahoma City, OK,2500,NONDENOM,35.472989,-97.517054
1174,Church of the Servant,Oklahoma City, OK,1992,UMC,35.472989,-97.517054
1175,Bethany First Church of the Nazarene,Bethany, OK,2361,NAZ,35.518673,-97.632265
1176,Council Road Baptist Church,Bethany, OK,2300,SBC,35.518673,-97.632265
1177,Henderson Hills Baptist Church,Edmond, OK,2500,SBC,35.657137,-97.464904
1178,First Baptist Church Altus,Altus, OK,2000,SBC,34.638126,-99.333975
1179,Victory Church,Oklahoma City, OK,8000,NONDENOM,35.472989,-97.517054
1180,Metropolitan Bible Church,Ottawa, ON,2500,NONDENOM,45.421143,-75.690057
1181,Prayer Palace Church,Toronto, ON,2500,NONDENOM,43.653482,-79.383935
1182,Agincourt Pentecostal Church,Toronto, ON,2200,PAC,43.653482,-79.383935
1183,The Meeting House,Oakville, ON,5007,BIC,43.447436,-79.666672
1184,Richmond Hill Chinese Community Church,Richmond Hill, ON,2800,EVAN,43.880078,-79.439392
1185,The Peoples Church,Toronto, ON,3800,NONDENOM,43.653482,-79.383935
1186,Bramalea Baptist Church,Bramalea, ON,1800,EVAN,43.720472,-79.72187
1187,North Park Community Church,London, ON,2200,NONDENOM,42.983675,-81.249607
1188,Morning Star Community Church,Salem, OR,2500,NONDENOM,44.939157,-123.033121
1189,Cedar Mill Bible Church,Portland, OR,1900,NONDENOM,45.520247,-122.674195
1190,City Bible Church,Portland, OR,3500,NONDENOM,45.520247,-122.674195
1191,Westside Church,Bend, OR,3500,4SQ,44.058173,-121.31531
1192,Sunset Presbyterian Church,Portland, OR,2300,PCA,45.520247,-122.674195
1193,Good Shepherd Community Church,Boring, OR,2300,NONDENOM,45.430072,-122.374059
1194,Beaverton Foursquare Church,Beaverton, OR,5600,4SQ,45.487172,-122.80378
1195,Salem First Church of the Nazarene,Salem, OR,2000,NAZ,44.939157,-123.033121
1196,Table Rock Fellowship,Central Point, OR,2000,NONDENOM,42.376782,-122.912721
1197,Rolling Hills Community Church,Tualatin, OR,2900,NONDENOM,45.383855,-122.766351
1198,Portland Christian Center,Portland, OR,2000,AG,45.520247,-122.674195
1199,Abundant Life Church,Damascus, OR,2426,CHRISTIAN,45.417626,-122.458985
1200,First Baptist Church Eugene,Eugene, OR,3000,CBA,44.050505,-123.095051
1201,Applegate Christian Fellowship,Jacksonville, OR,7000,CAL,42.314411,-122.965346
1202,Southlake Foursquare Church,West Linn, OR,2500,4SQ,45.365676,-122.612314
1203,Solid Rock Church,Portland, OR,6000,NONDENOM,45.520247,-122.674195
1204,Imago Dei Community,Portland, OR,2000,UNK,45.520247,-122.674195
1205,East Hill Foursquare Church,Gresham, OR,2800,4SQ,45.499748,-122.430977
1206,Salem Alliance Church,Salem, OR,2600,CMA,44.939157,-123.033121
1207,King Street Church,Chambersburg, PA,2000,UNK,39.94059,-77.659862
1208,The Worship Center,Lancaster, PA,2150,UNK,40.03813,-76.305669
1209,Victory Family Church,Cranberry Twp, PA,2000,UNK,40.71147,-80.107235
1210,Christ Community Church,Camp Hill, PA,2000,NONDENOM,40.239812,-76.919974
1211,Calvary Chapel of Philadelphia,Philadelphia, PA,10000,CAL,39.952724,-75.163526
1212,Christian Life Assembly,Camp Hill, PA,2900,AG,40.239812,-76.919974
1213,Bright Hope Baptist Church,Philadelphia, PA,2000,BAPT,39.952724,-75.163526
1214,Dove Christian Fellowship Church,Ephrata, PA,2000,UNK,40.179911,-76.178924
1215,Parker Hill Community Church,Scranton, PA,1950,NONDENOM,41.408687,-75.662129
1216,West Shore Evangelical Free Church,Mechanicsburg, PA,2500,EF,40.210197,-77.004728
1217,Calvary Church,Lancaster, PA,2500,NONDENOM,40.03813,-76.305669
1218,Pocono Community Church,Mount Pocono, PA,2000,AG,41.122099,-75.3647
1219,Enon Tabernacle Baptist Church,Philadelphia, PA,4150,BAPT,39.952724,-75.163526
1220,Pocono Community Church,Tobyhanna, PA,1855,AG,41.177032,-75.417962
1221,LCBC Lives Changed By Christ,Manheim, PA,13854,NONDENOM,40.163736,-76.395243
1222,Christian Life Center,Bensalem, PA,1900,AG,40.104555,-74.951279
1223,Covenant Church of Pittsburgh,Pittsburgh, PA,2000,NONDENOM,40.441694,-79.990086
1224,Glad Tidings Church,Reading, PA,2689,AG,40.335345,-75.92795
1225,The Bible Chapel,McMurray, PA,2500,UNK,40.279005,-80.083861
1226,Church of the Saviour,Wayne, PA,2000,UNK,40.044015,-75.387862
1227,Mount Ararat Baptist Church,Pittsburgh, PA,4800,BAPT,40.441694,-79.990086
1228,Deliverance Evangelistic Church,Philadelphia, PA,4000,EVAN,39.952724,-75.163526
1229,Sharon Baptist Church,Philadelphia, PA,5000,SBC,39.952724,-75.163526
1230,Allegheny Center Alliance Church,Pittsburgh, PA,2700,CMA,40.441694,-79.990086
1231,The Greater White Rock Baptist Church,Philadelphia, PA,3000,BAPT,39.952724,-75.163526
1232,Calvary Fellowship Church,Downingtown, PA,2000,NONDENOM,40.006496,-75.703274
1233,Worship Center,Lancaster, PA,2500,NONDENOM,40.03813,-76.305669
1234,Living Word Community Church,York, PA,2500,NONDENOM,39.962398,-76.727392
1235,Christian Stronghold Baptist Church,Philadelphia, PA,2500,BAPT,39.952724,-75.163526
1236,Calvary Church,Souderton, PA,2100,NONDENOM,40.311771,-75.325176
1237,Greater Shiloh Church,Easton, PA,2300,BAPT,40.691608,-75.209987
1238,Lifechurch,Allentown, PA,2000,NONDENOM,40.602206,-75.471279
1239,Evangelical Free Church of Hershey,Hummelstown, PA,2000,EF,40.265368,-76.708303
1240,North Way Christian Community,Wexford, PA,3000,UNK,40.626456,-80.055891
1241,Eglise Nouvelle Vie,Longueuil, PQ,3600,NONDENOM,43.9016229,-78.9501414
1242,Brushy Creek Baptist Church,Taylors, SC,2000,SBC,34.920395,-82.296227
1243,West End Baptist Church,Rock Hill, SC,2000,BAPT,34.924867,-81.025078
1244,Southside Fellowship,Greenville, SC,2000,NONDENOM,34.851354,-82.398488
1245,Lexington Baptist Church,Lexington, SC,1800,SBC,33.980449,-81.237417
1246,Brookwood Church,Simpsonville, SC,6103,SBC,34.737064,-82.254283
1247,Freedom Temple Ministries,Rockhill, SC,2200,NONDENOM,39.085565,-94.585879
1248,Northside Baptist Church,West Columbia, SC,2000,SBC,33.993487,-81.073983
1249,Faith Assembly of God,Summerville, SC,2305,AG,33.01867,-80.17627
1250,Redemption,Greenville, SC,10550,NONDENOM,34.851354,-82.398488
1251,Shandon Baptist Church,Columbia, SC,2500,SBC,34.000749,-81.034331
1252,First Baptist Church Simpsonville,Simpsonville, SC,2081,SBC,34.737064,-82.254283
1253,Rock Springs Baptist Church,Easley, SC,2500,SBC,34.826928,-82.581705
1254,Praise Cathedral Church of God,Greer, SC,2000,COG,34.938136,-82.227212
1255,Marathon Church,Greenville, SC,2500,BAPT,34.851354,-82.398488
1256,Church of the Holy Cross,Sullivan's Island, SC,1800,EPIS,32.764276,-79.835932
1257,Brookland Baptist Church,West Columbia, SC,8075,BAPT,33.993487,-81.073983
1258,Seacoast Church,Mount Pleasant, SC,12000,NONDENOM,32.794065,-79.862585
1259,First Baptist Church,Columbia, SC,3500,SBC,34.000749,-81.034331
1260,Taylors First Baptist Church,Taylors, SC,2300,SBC,34.920395,-82.296227
1261,Grace Church,Greenville, SC,4000,NONDENOM,34.851354,-82.398488
1262,First Baptist North Spartanburg,Spartanburg, SC,2600,SBC,34.949801,-81.932016
1263,NewSpring Church,Anderson, SC,23055,BAPT,34.50686,-82.650626
1264,First Baptist Church,Spartanburg, SC,3200,SBC,34.949801,-81.932016
1265,Riverbend Baptist Church,North Charleston, SC,3500,SBC,32.85462,-79.97481
1266,Barefoot Church,North Myrtle Beach, SC,2000,UNK,33.827841,-78.680032
1267,Bible Way Church of Atlas Road,Columbia, SC,7000,NONDENOM,34.000749,-81.034331
1268,East Cooper Baptist Church,Mount Pleasant, SC,2166,SBC,32.794065,-79.862585
1269,Cedar Creek Church,Aiken, SC,3000,NONDENOM,33.559859,-81.721952
1270,Word of God Church and Ministries,Columbia, SC,2200,NONDENOM,34.000749,-81.034331
1271,Grace Cathedral Ministries,Greenville, SC,2000,UNK,34.851354,-82.398488
1272,Transformation Church,Indian Land, SC,2500,NONDENOM,34.996647,-80.88495
1273,Cornerstone Community Church,Orangeburg, SC,2000,UNK,33.49182,-80.855648
1274,Cathedral of Praise,Charleston, SC,2700,NONDENOM,32.787601,-79.940273
1275,Morningstar Fellowship Church,Fort Mill, SC,2500,NONDENOM,35.00737,-80.945076
1276,Community Bible Church,Beaufort, SC,2000,NONDENOM,32.431581,-80.669829
1277,Celebrate Church,Sioux Falls, SD,3500,UNK,43.546059,-96.731393
1278,Fellowship Bible Church Nashville,Brentwood, TN,2400,NONDENOM,36.032569,-86.782524
1279,Grace Baptist Church,Knoxville, TN,2783,SBC,35.960395,-83.921026
1280,World Overcomers Outreach Ministries Church,Memphis, TN,3000,NONDENOM,35.149022,-90.051629
1281,New Direction Christian Church,Memphis, TN,10948,CHRISTIAN,35.149022,-90.051629
1282,Second Presbyterian Church,Memphis, TN,3600,PCA,35.149022,-90.051629
1283,New Vision Baptist Church,Murfreesboro, TN,2150,SBC,35.84604,-86.39211
1284,Grace Chapel,Franklin, TN,3500,CAL,35.925206,-86.868942
1285,Abba's House/Central Baptist,Hixson, TN,1750,SBC,35.155014,-85.22835
1286,Fellowship Bible Church,Jackson, TN,3750,UNK,35.614445,-88.817742
1287,Christ Presbyterian Church,Nashville, TN,2000,PCA,36.162277,-86.774298
1288,Grace Community Church,Clarksville, TN,2150,UNK,36.527761,-87.35887
1289,Brentwood United Methodist Church,Brentwood, TN,2484,UMC,36.032569,-86.782524
1290,Brentwood Baptist Church,Brentwood, TN,5637,SBC,36.032569,-86.782524
1291,Faith Baptist,Bartlett, TN,2500,SBC,35.204533,-89.873975
1292,First Baptist Concord,Knoxville, TN,2860,SBC,35.960395,-83.921026
1293,Sevier Heights Baptist Church,Knoxville, TN,3000,SBC,35.960395,-83.921026
1294,Fellowship Evangelical Free Church,Knoxville, TN,2600,EF,35.960395,-83.921026
1295,Life Church of Memphis,Cordova, TN,3000,NONDENOM,35.155645,-89.776196
1296,First Baptist Church,Hendersonville, TN,2653,SBC,36.304918,-86.621443
1297,First Baptist Church,Clarksville, TN,2500,SBC,36.527761,-87.35887
1298,Cornerstone Assembly of God,Madison, TN,4024,AG,36.256165,-86.713886
1299,The People's Church,Franklin, TN,2901,SBC,35.925206,-86.868942
1300,First Baptist Cleveland,Cleveland, TN,2400,SBC,35.159518,-84.876612
1301,Silverdale Baptist Church,Chattanooga, TN,3800,SBC,35.045722,-85.309488
1302,Faith Promise Church,Knoxville, TN,4300,NONDENOM,35.960395,-83.921026
1303,North Boulevard Church of Christ,Murfreesboro, TN,1800,COC,35.84604,-86.39211
1304,St. Stephen Baptist Church,Memphis, TN,2000,BAPT,35.149022,-90.051629
1305,Central Church,Collierville, TN,2500,NONDENOM,35.042036,-89.664527
1306,The Life Church,Memphis, TN,3400,NONDENOM,35.149022,-90.051629
1307,Dallas Bay Baptist Church,Hixson, TN,2500,SBC,35.155014,-85.22835
1308,Ethos Church,Nasvhille, TN,2800,NONDENOM,36.162277,-86.774298
1309,Germantown Baptist Church,Germantown, TN,2000,SBC,35.086758,-89.810086
1310,Christ Church,Nashville, TN,4500,NONDENOM,36.162277,-86.774298
1311,Bellevue Baptist Church,Cordova, TN,6806,SBC,35.155645,-89.776196
1312,New Creation Church,Shelbyville, TN,2500,NONDENOM,35.483406,-86.460272
1313,Bethel World Outreach Center,Brentwood, TN,3500,NONDENOM,36.032569,-86.782524
1314,Mount Vernon Baptist Church,Memphis, TN,3000,BAPT,35.149022,-90.051629
1315,First Baptist Church,Sevierville, TN,2200,SBC,35.868146,-83.561835
1316,Mount Zion Baptist Church,Nashville, TN,10000,BAPT,36.162277,-86.774298
1317,Englewood Baptist Church,Jackson, TN,2500,SBC,35.614445,-88.817742
1318,Hope Presbyterian Church,Cordova, TN,6978,EPC,35.155645,-89.776196
1319,Cokesbury United Methodist Church,Knoxville, TN,2806,UMC,35.960395,-83.921026
1320,Madison Church of Christ,Madison, TN,2150,COC,36.256165,-86.713886
1321,The Fellowship at Two Rivers,Nashville, TN,2000,BAPT,36.162277,-86.774298
1322,First Baptist Church,Millington, TN,2500,SBC,35.341475,-89.897308
1323,Forest Hills Baptist Church,Nashville, TN,2000,SBC,36.162277,-86.774298
1324,Collegedale Church,Collegedale, TN,2800,SDA,35.05313,-85.050228
1325,Cross Point Church,Nashville, TN,5027,NONDENOM,36.162277,-86.774298
1326,Belmont Church,Nashville, TN,2000,NONDENOM,36.162277,-86.774298
1327,Park West Church,Knoxville, TN,2000,COG,35.960395,-83.921026
1328,Woodmont Hills Church of Christ,Nashville, TN,1900,COC,36.162277,-86.774298
1329,World Outreach Church,Murfreesboro, TN,7926,NONDENOM,35.84604,-86.39211
1330,Ridgedale Baptist Church,Chattanooga, TN,2500,BAPT,35.045722,-85.309488
1331,Cummings Street Missionary Baptist,Memphis, TN,3000,BAPT,35.149022,-90.051629
1332,Long Hollow Baptist Church,Hendersonville, TN,7154,SBC,36.304918,-86.621443
1333,Grace Fellowship Church,Johnson City, TN,2000,NONDENOM,36.31344,-82.353473
1334,LifePoint Church,Smyrna, TN,3100,BAPT,35.98246,-86.519949
1335,Temple of Deliverance,Memphis, TN,10000,COGIC,35.149022,-90.051629
1336,Iglesia de Dios Hispana de Nashville,Nashville, TN,2000,PENT,36.162277,-86.774298
1337,New Salem Missionary Baptist Church,Memphis, TN,3100,MISSBAPT,35.149022,-90.051629
1338,Kirby Woods Baptist Church,Memphis, TN,1800,SBC,35.149022,-90.051629
1339,Golden Gate Cathedral,Memphis, TN,4500,NONDENOM,35.149022,-90.051629
1340,Brainerd Baptist Church,Chattanooga, TN,2000,BAPT,35.045722,-85.309488
1341,Central Baptist Bearden,Knoxville, TN,2000,SBC,35.960395,-83.921026
1342,Bayside Baptist Church,Harrison, TN,1300,SBC,35.113684,-85.138009
1343,Lake Providence Missionary Baptist Church,Nashville, TN,2200,MISSBAPT,36.162277,-86.774298
1344,Cedar Springs Presbyterian Church,Knoxville, TN,2700,EPC,35.960395,-83.921026
1345,Trinity Fellowship Church,Amarillo, TX,3500,NONDENOM,35.207219,-101.833825
1346,New Faith Church,Houston, TX,2500,SBC,29.758938,-95.367697
1347,Elevate Life Church,Frisco, TX,4000,NONDENOM,33.150674,-96.823612
1348,The Foundry United Methodist Church,Houston, TX,1800,UMC,29.758938,-95.367697
1349,High Pointe Baptist Church,Austin, TX,2219,SBC,30.271129,-97.7437
1350,Austin Christian Fellowship,Austin, TX,1800,NONDENOM,30.271129,-97.7437
1351,First United Methodist Church Richardson,Richardson, TX,2183,UMC,32.948179,-96.729721
1352,Bear Creek Baptist Church,Katy, TX,3098,SBC,29.785785,-95.824396
1353,Pilgrim Rest Missionary Baptist Church,Dallas, TX,2500,BAPT,32.776272,-96.796856
