,name,size,addr,state,link,lat,lon
181,Bald Knob First Assembly of God,Medium,S Elm St & E 3rd St Bald Knob,AR,http://www.usachurches.org/church/bald-knob-first-assembly-of-god.htm,35.307137,-91.565543
182,Unity Missionary Baptist Church,Medium,40 Sharon St Batesville,AR,http://www.usachurches.org/church/unity-missionary-baptist-church-batesville.htm,35.813436,-91.589225
183,Upper Spring Creek Free Will Baptist Church,Small,14941 Old Booneville Rd Belleville,AR,http://www.usachurches.org/church/upperspringcreekfreewillbaptistchurch.htm,35.127799,-93.423202
184,The Lighthouse Church of Benton,Medium,2800 Military Rd Benton,AR,http://www.usachurches.org/church/the-lighthouse-church-of-benton.htm,34.590144,-92.560362
185,Fellowship Of The Cross Worship Center,Small,1120 Reed St Benton,AR,http://www.usachurches.org/church/fellowship-of-the-cross-worship-center.htm,34.549906,-92.574031
186,Solid Rock Missionary Baptist Church,Medium,1400 S W Liberty Ave Bentonville,AR,http://www.usachurches.org/church/solid-rock-missionary-baptist-church-bentonville.htm,36.317743,-94.231789
187,New Heights Church,Medium,500 S E 18th St Bentonville,AR,http://www.usachurches.org/church/newheightschurch.htm,36.371868,-94.202721
188,Grace Point Church of Northwest Arkansas,Large,1201 Mc Collum Rd Bentonville,AR,http://www.usachurches.org/church/grace-point-church-of-northwest-arkansas.htm,36.387314,-94.183167
189,Victory Baptist Church,Large,5364 U S-67 Benton,AR,http://www.usachurches.org/church/victory-baptist-church-benton.htm,34.538704,-92.641038
190,Life Connection Church,Medium,1705 S Walton Blvd Bentonville,AR,http://www.usachurches.org/church/life-connection-church.htm,36.35277,-94.210747
191,Midtowne Church,Large,4037 Boone Rd Benton,AR,http://www.usachurches.org/church/midtowne-church.htm,34.598111,-92.539022
192,Lighthouse Baptist Church,Medium,4163 Salt Creek Rd Benton,AR,http://www.usachurches.org/church/lighthouse-baptist-church-benton.htm,34.6036,-92.590771
193,Mixon Baptist Church,Small,67 Springer Rd Booneville,AR,http://www.usachurches.org/church/mixon-baptist-church.htm,35.089627,-93.878679
194,Branch Assembly of God,Medium,Hudson St Branch,AR,http://www.usachurches.org/church/branch-assembly-of-god.htm,35.305503,-93.955736
195,Gospel Truth Church,Small,Hwy 223 N Calico Rock,AR,http://www.usachurches.org/church/gospel-truth-church.htm,36.130851,-92.129431
196,First Assembly of God,Medium,1275 Maul Rd Camden,AR,http://www.usachurches.org/church/first-assembly-of-god-camden.htm,33.596868,-92.853501
197,"Revelations Ministries, Inc.",Medium,1945 California Ave S W Camden,AR,http://www.usachurches.org/church/revelations-ministries-inc.htm,33.549482,-92.867338
198,Greater New Calvary Church of God in Christ,Large,3150 A R-7 Camden,AR,http://www.usachurches.org/church/greaternewcalvarychurchofgodinchrist.htm,33.776756,-92.824781
199,Twin Oaks Missionary Baptist Church,Medium,120 N Skaggs Rd Clarksville,AR,http://www.usachurches.org/church/twin-oaks-baptist-church.htm,35.464583,-93.523897
200,Robinson & Center Church of Christ,Large,1505 Robinson Ave Conway,AR,http://www.usachurches.org/church/robinsoncenterchurchofchrist.htm,35.088187,-92.444985
201,Calvary Temple Pentecostal Church of God,Small,58 Ranchette Rd Conway,AR,http://www.usachurches.org/church/calvary-temple-pentecostal-church-of-god.htm,35.080154,-92.368951
202,Agape Community Temple of Servants,Large,1423 Ingram St Conway,AR,http://www.usachurches.org/church/agape-community-temple-of-servants.htm,35.09844,-92.432034
203,Covenant Life Church,Medium,235 Tilk Rd Conway,AR,http://www.usachurches.org/church/covenant-life-church-conway.htm,35.079732,-92.41481
204,Graham Chapel United Methodist Church,Small,467 U. S. 64Conway,AR,http://www.usachurches.org/church/graham-chapel-united-methodist-church.htm,35.36316,-94.42912
205,Grace Baptist Church,Medium,487 Old Hwy 71De Queen,AR,http://www.usachurches.org/church/grace-baptist-church-de-queen.htm,36.436209,-87.355896
206,Rose Hill Baptist Church,Small,204 Church St De Queen,AR,http://www.usachurches.org/church/rose-hill-baptist-church.htm,34.038467,-94.33117
207,Grace Baptist Church,Small,487 Hwy 71 N De Queen,AR,http://www.usachurches.org/church/grace-baptist-church.htm,34.073219,-94.3227
208,Faith Baptist Church,Medium,725 Mc Adams Rd De Witt,AR,http://www.usachurches.org/church/faith-baptist-church-dewitt.htm,34.304131,-91.333279
209,First Christian Church,Medium,1801 S Grandview Dr De Witt,AR,http://www.usachurches.org/church/first-christian-church-dewitt.htm,34.274856,-91.350629
210,Grace and Truth Tabernacle,Medium,1110 S Jefferson St De Witt,AR,http://www.usachurches.org/church/grace-and-truth-tabernacle.htm,34.284558,-91.337707
211,Power House of Deliverance,Small,1131 W 19th St El Dorado,AR,http://www.usachurches.org/church/powerhouseofdeliverance.htm,33.238513,-92.678269
212,Faith in the Word Christian Center,Small,1310 Detroit St El Dorado,AR,http://www.usachurches.org/church/faith-in-the-word-christian-center.htm,33.197347,-92.651652
213,Glover Memorial Church of God in Christ,Small,104 S Elm St Emerson,AR,http://www.usachurches.org/church/glover-memorial-church-of-god-in-christ.htm,33.097629,-93.192005
214,Mission Boulevard Baptist Church,Medium,2006 E Mission Blvd Fayetteville,AR,http://www.usachurches.org/church/mission-boulevard-baptist-church.htm,36.08757,-94.130636
215,The Regeneration Church,Small,3616B Towson Ave Fort Smith,AR,http://www.usachurches.org/church/the-regeneration.htm,35.351041,-94.422222
216,Mission Point Missionary Baptist Church,Medium,3322 N 52nd St Fort Smith,AR,http://www.usachurches.org/church/mission-point-missionary-baptist-church.htm,35.411512,-94.37359
217,Heritage Baptist Church,Medium,4600 Jenny Lind Rd Fort Smith,AR,http://www.usachurches.org/church/heritage-baptist-church-fort-smith.htm,35.340258,-94.413759
218,Christ For The World International,Medium,4510 Towson Ave Fort Smith,AR,http://www.usachurches.org/church/christ-for-the-world-international.htm,35.340669,-94.422596
219,Freedom Church,Medium,923 S Louisville St Ste B Fort Smith,AR,http://www.usachurches.org/church/freedom-church.htm,35.342862,-94.425817
220,Grace City Church,Medium,700 Cottonwood Rd Harrison,AR,http://www.usachurches.org/church/grace-christian-center.htm,36.258523,-93.117403
221,First Baptist Church,Small,201 N 4th St Heber Springs,AR,http://www.usachurches.org/church/firstbaptistchurchheber.htm,35.493222,-92.032492
222,East End Baptist Church,Medium,4701 Eastend Rd Hensley,AR,http://www.usachurches.org/church/east-end-baptist-church.htm,34.505485,-92.205503
223,Hot Springs Church of Christ,Small,112 Mockingbird St Hot Springs,AR,http://www.usachurches.org/church/hotspringschurchofchrist.htm,34.460412,-93.064185
224,LakePointe Church,Large,1343 Albert Pike Rd Hot Springs,AR,http://www.usachurches.org/church/lakepointe-church.htm,34.492879,-93.083628
225,The Ark of Praise,Medium,308 Butterfield Hot Springs,AR,http://www.usachurches.org/church/the-ark-of-praise.htm,34.515698,-93.036332
226,Angel Gabriel Church of God in Christ,Small,155 Lemons St Hot Springs,AR,http://www.usachurches.org/church/angel-gabriel-church-of-god-in-christ.htm,34.500398,-93.045399
227,Everlasting Gospel Pentecostal Lighthouse,Small,712 Leonard St Hot Springs National Park,AR,http://www.usachurches.org/church/everlasting-gospel-pentecostal-lighthouse.htm,34.48009,-93.074031
228,Antioch Landmark Missionary Baptist Church,Small,1936 A R-216 Houston,AR,http://www.usachurches.org/church/antiochlandmarkmissionarybaptistchurch.htm,34.958088,-92.75897
229,Huntsville Seventh-day Adventist Church,Small,1357 W Main St Huntsville,AR,http://www.usachurches.org/church/huntsville-seventh-day-adventist-church.htm,36.085249,-93.747823
230,McArthur Church,Large,3501 John Harden Dr Jacksonville,AR,http://www.usachurches.org/church/mcarthur-church.htm,34.89938,-92.090453
231,Berea Baptist Church,Small,104 E Valentine Rd Jacksonville,AR,http://www.usachurches.org/church/berea-baptist-church.htm,34.835789,-92.129853
232,First Missionary Baptist Church,Medium,512 Whitaker St Joiner,AR,http://www.usachurches.org/church/first-missionary-baptist-church-joiner.htm,35.509536,-90.1512
233,Highland Drive Baptist Church,Large,515 E Highland Dr Jonesboro,AR,http://www.usachurches.org/church/highland-drive-baptist-church.htm,35.821356,-90.700412
234,The Rock of Northeast Arkansas,Large,4318 E Johnson Ave Jonesboro,AR,http://www.usachurches.org/church/the-rock-of-northeast-arkansas.htm,35.862712,-90.645376
235,Fullness of Joy Ministries,Large,2120 Thorn St Jonesboro,AR,http://www.usachurches.org/church/fullness-of-joy-ministries.htm,35.817958,-90.652283
236,First United Methodist Church of Jonesboro,Large,801 S Main St Jonesboro,AR,http://www.usachurches.org/church/first-united-methodist-church-of-jonesboro.htm,35.83555,-90.705037
237,Northside Christian Ministries,Small,1315 Bridge St Jonesboro,AR,http://www.usachurches.org/church/northside-christian-ministries.htm,35.857488,-90.699438
238,First Baptist Church Keiser,Medium,210 E Main St Keiser,AR,http://www.usachurches.org/church/first-baptist-church-keiser.htm,35.674851,-90.095708
239,New Life Family Church,Medium,39 C R 240Knobel,AR,http://www.usachurches.org/church/new-life-family-church.htm,40.79309,29.36346
240,Cabin Creek Baptist Church,Small,Hwy 64 W Lamar,AR,http://www.usachurches.org/church/cabin-creek-baptist-church.htm,35.397567,-93.37793
241,First Pentecostal Church of Lepanto,Medium,12254 Hwy 140 N Lepanto,AR,http://www.usachurches.org/church/first-united-pentecostal-church-lepanto.htm,35.617612,-90.325426
242,Central United Methodist Church,Small,101 N Starr Ave Lincoln,AR,http://www.usachurches.org/church/central-united-methodist-church-lincoln.htm,35.95006,-94.424564
243,Apostolic Church,Medium,4314 Landers Rd North Little Rock,AR,http://www.usachurches.org/church/apostolicchurch.htm,34.795336,-92.219676
244,Park View Baptist Church,Medium,900 Donovan Briley Blvd North Little Rock,AR,http://www.usachurches.org/church/park-view-baptist-church.htm,34.813421,-92.274807
245,Hope Baptist Church,Medium,139 Shadow Oaks Dr Sherwood,AR,http://www.usachurches.org/church/hope-baptist-church.htm,34.80976,-92.210608
246,Geyer Springs First Baptist Church,Mega,12400 Interstate 30Little Rock,AR,http://www.usachurches.org/church/geyer-springs-first-baptist-church.htm,36.271702,-93.866096
247,Agape Church,Mega,701 Napa Valley Dr Little Rock,AR,http://www.usachurches.org/church/agape-church.htm,34.762149,-92.41147
248,First Pentecostal Church,Mega,1401 Calvary Rd North Little Rock,AR,http://www.usachurches.org/church/first-pentecostal-church-north-little-rock.htm,34.778935,-92.258708
249,Freedom Baptist Church,Medium,18506 Mac Arthur Dr North Little Rock,AR,http://www.usachurches.org/church/freedom-baptist-church-north-little-rock.htm,34.88676,-92.373302
250,St. Mark Baptist Church,Mega,5722 W 12th St Little Rock,AR,http://www.usachurches.org/church/st-mark-baptist-church.htm,34.74124,-92.337468
251,Church at Rock Creek,Mega,11500 W 36th St Little Rock,AR,http://www.usachurches.org/church/church-at-rock-creek.htm,34.721652,-92.404835
252,E4 Church,Medium,4003 Roundup Dr North Little Rock,AR,http://www.usachurches.org/church/north-little-rock-church-of-god.htm,34.756059,-92.267774
253,First Assembly of God,Mega,4501 Burrow Dr North Little Rock,AR,http://www.usachurches.org/church/first-assembly-of-god-north-little-rock.htm,34.798054,-92.22414
254,Oak Park Baptist Church,Medium,8200 Flintridge Rd Little Rock,AR,http://www.usachurches.org/church/oak-park-baptist-church.htm,34.678174,-92.408752
255,Lakewood United Methodist Church,Large,1922 Topf Rd North Little Rock,AR,http://www.usachurches.org/church/lakewood-united-methodist-church.htm,34.794904,-92.244748
256,Covenant Community Ministries,Medium,9301 N Rodney Parham Rd Little Rock,AR,http://www.usachurches.org/church/covenant-community-ministries.htm,34.758089,-92.377984
257,Restoration Ministries Christian Fellowship,Medium,3200 S Shackleford Rd Little Rock,AR,http://www.usachurches.org/church/restoration-ministries-christian-fellowship.htm,34.723759,-92.394082
258,First Baptist Church McAlmont,Medium,1008 Wildrose St North Little Rock,AR,http://www.usachurches.org/church/first-baptist-church-mcalmont.htm,34.799534,-92.197283
259,First Corinthians Baptist Church,Small,2922 E 2nd St North Little Rock,AR,http://www.usachurches.org/church/first-corinthians-baptist-church.htm,34.754312,-92.234431
260,Abundant Grace Apostolic Pentecostal Church,Medium,7601 Scott Hamilton Dr Little Rock,AR,http://www.usachurches.org/church/abundant-grace-apostolic-pentecostal-church.htm,34.680962,-92.319268
261,Pulaski Heights United Methodist Church,Mega,4823 Woodlawn Ave Little Rock,AR,http://www.usachurches.org/church/pulaski-heights-united-methodist-church.htm,34.756501,-92.327511
262,New Freedom Baptist Church,Small,418 Olive St Malvern,AR,http://www.usachurches.org/church/new-freedom-baptist-church.htm,34.360813,-92.814009
263,Third Baptist Church,Medium,817 W Young St Malvern,AR,http://www.usachurches.org/church/third-baptist-church.htm,34.37319,-92.818978
264,Malvern Church of God,Small,26188 Hwy 67Malvern,AR,http://www.usachurches.org/church/malvern-church-of-god.htm,44.76358,-76.76462
265,First Presbyterian Church,Small,904 Church Ave Mena,AR,http://www.usachurches.org/church/firstpresbyterianchurchmena.htm,34.584302,-94.242598
266,Bible Believers Baptist Church,Small,501 Everett Ave Mena,AR,http://www.usachurches.org/church/bible-believers-baptist-church-mena.htm,34.577965,-94.226865
267,Petit Jean First Baptist Church,Medium,37 Jones Ln Morrilton,AR,http://www.usachurches.org/church/petit-jean-first-baptist-church.htm,35.131264,-92.891114
268,Cornerstone Baptist Church,Small,87 Decker Dr Morrilton,AR,http://www.usachurches.org/church/cornerstone-baptist-church-morrilton.htm,35.206891,-92.736157
269,Calvary Apostolic Church,Small,616 Cannie Baker Rd Mountain Home,AR,http://www.usachurches.org/church/calvary-apostolic-church-mountain-home.htm,36.36122,-92.415097
270,Independence Free Will Baptist Church,Medium,Independence Rd Natural Dam,AR,http://www.usachurches.org/church/independence-free-will-baptist-church.htm,35.636785,-94.426891
271,First Presbyterian Church,Small,307 S 7th St Paragould,AR,http://www.usachurches.org/church/firstpresbyterianchurch.htm,36.053896,-90.494545
272,Grace United General Baptist Church,Medium,1410 Hwy 135 N Paragould,AR,http://www.usachurches.org/church/grace-united-general-baptist-church.htm,36.074179,-90.501635
273,Harmony Assembly of God,Medium,1324 Greasy Valley Rd Paris,AR,http://www.usachurches.org/church/harmony-assembly-of-god.htm,35.268978,-93.660306
274,Hope Apostolic Faith Ministries,Medium,5910 Carbon St Pine Bluff,AR,http://www.usachurches.org/church/hopeapostolicfaithministries.htm,34.244057,-92.06911
275,Unity Christian Fellowship Church,Medium,2712 S Bay St Pine Bluff,AR,http://www.usachurches.org/church/unity-christian-fellowship-church.htm,34.202669,-92.042368
276,Corpus Christi Anglican Church,Small,1700 Prairie Creek Dr Rogers,AR,http://www.usachurches.org/church/corpus-christi-anglican-church.htm,36.344023,-94.088562
277,Good Shepherd Evangelical Lutheran Church,Small,2305 S Dixieland Rd Rogers,AR,http://www.usachurches.org/church/goodshepherdevangelicallutheranchurch.htm,36.300449,-94.144548
278,Fellowship Bible Church of Northwest Arkansas,Mega,1051 W Pleasant Grove Rd Rogers,AR,http://www.usachurches.org/church/fellowship-bible-church-of-northwest-arkansas.htm,36.282773,-94.133061
279,The Church at Pinnacle Hills,Large,2448 Pinnacle Hills Pkwy Rogers,AR,http://www.usachurches.org/church/the-church-at-pinnacle-hills.htm,36.312881,-94.186308
280,Rogers Wesleyan Church,Small,1003 N 6th St Rogers,AR,http://www.usachurches.org/church/rogers-wesleyan-church.htm,36.344052,-94.122686
281,Calvary Baptist Church of Searcy,Medium,1508 W Center Ave Searcy,AR,http://www.usachurches.org/church/calvary-baptist-church-of-searcy.htm,35.248903,-91.754048
282,Immanuel Baptist Church,Medium,206 E Holly St Sheridan,AR,http://www.usachurches.org/church/immanuel-missionary-baptist-church.htm,34.304806,-92.39867
283,Eastgate Free Will Baptist Church,Small,4950 Hwy 412 E Siloam Springs,AR,http://www.usachurches.org/church/eastgate-free-will-baptist-church.htm,36.18065,-94.489732
284,First Christian Church of Siloam Springs,Medium,1405 W Jefferson St Siloam Springs,AR,http://www.usachurches.org/church/first-christian-church-of-siloam-springs.htm,36.181834,-94.555659
