name,addr,city,state,lat,lon
Victory Baptist Church,Londonderry,NH,03053,42.865087,-71.373953
Northwest Baptist Church,Marysville,WA,98270,48.051743,-122.176821
Faith Baptist Church,Bakersfield,CA,93304,35.336954,-119.023199
Ambassador Baptist Church,Greenbrier,AR,72058,35.233971,-92.387655
Calvary Baptist Church,Baltimore,MD,21215,39.347743,-76.681444
Gethsemane Baptist Church,Long Beach,CA,90805,33.861881,-118.183076
Gospel Baptist Church,Manchester,NH,03101,42.991561,-71.462254
Bethel Baptist Church,Carson,CA,90745,33.832204,-118.251755
Faith Baptist Church,Canoga Park,CA,91304,34.22301,-118.600014
Ludlow Hill Baptist Church,Lawrenceburg,IN,47025,39.090891,-84.84995
Cross Timbers Baptist Church,Klamath Falls,OR,97603,42.197854,-121.72847
Harbour Light Baptist Church,Orange,CT,06477,41.27843,-73.025661
Elmwood Baptist Church,Brighton,CO,80601,39.978887,-104.817494
Grace Baptist Church,West Columbia,SC,29169,33.993487,-81.073983
Somerset Bible Baptist Church,Somerset,NJ,08873,40.497604,-74.488487
Grace Baptist Church,San Gabriel,CA,91776,34.099073,-118.108568
Lifeway Baptist Church,Ellettsville,IN,47429,39.233935,-86.625001
Shining Light Baptist Church,Monroe,NC,28110,34.985428,-80.549511
Amazing Grace Baptist Church,Beech Island,SC,29842,33.427361,-81.890947
Tabernacle Baptist Church,Litchfield,NH,03052,42.844254,-71.479789
Lighthouse Baptist Church,Winter Park,FL,32792,28.604637,-81.303315
Bow Baptist Church,,VT,05156,43.298827,-72.481771
Salisbury Baptist Temple,Salisbury,MD,21804,38.353237,-75.588723
Cornerstone Baptist Church,Chesapeake Beach,MD,20732,38.69385,-76.534134
Temple Baptist Church,Herndon,VA,20170,38.969532,-77.385948
Chilhowie Baptist Church,,VA,24319,36.798448,-81.682341
Camp Creek Baptist Church,Central,SC,29630,34.725742,-82.7805
Tabernacle Baptist Church,Peabody,MA,01960,42.527873,-70.928661
Calvary Baptist Church,Sanford,ME,04073,43.438878,-70.773983
Faith Independent Baptist Church,Glenn Dale,MD,20769,38.978116,-76.805063
Grace Baptist Church,,MD,21643,38.634686,-75.863728
Central Baptist Church,Avenel,NJ,07001,40.580382,-74.285147
Lakewood Baptist Church,Harrison,TN,37341,35.113684,-85.138009
Patuxent Baptist Church,Great Mills,MD,20634,38.236792,-76.497176
New Life Baptist Church,White Marsh,MD,21162,39.383719,-76.432184
Fannin Road Baptist Church,Montgomery,AL,36108,32.335036,-86.340408
Lighthouse Baptist Church,Theodore,AL,36582,30.547694,-88.17528
Primera Iglesia Bautista de Kodiak,Kodiak,AK,99615,57.79,-152.407222
Lighthouse Baptist Church,Kodiak,AK,99615,57.79,-152.407222
Iglesia Bautista De Sahuarita,Sahuarita,AZ,85629,31.957582,-110.955646
Sahuarita Baptist Church,Sahuarita,AZ,85629,31.957582,-110.955646
Iglesia Bautista la Luz del Faro,Hot Springs,AR,71901,34.496895,-93.042329
Iglesia Bautista Emmanuel,Los Angeles,CA,90032,34.084337,-118.173397
Iglesia Bautista de Anaheim,Anaheim,CA,92804,33.817358,-117.974364
Bible Baptist Church,Arleta,CA,91331,34.2471,-118.43117
Barstow Baptist Temple,Barstow,CA,92311,34.895768,-117.017208
Iglesia Bautista Fundamental El Calvario,Chula Vista,CA,91910,32.640054,-117.084196
Iglesia Bautista Biblica Berea,Duarte,CA,91010,34.139451,-117.977287
Arlington Baptist Church,Richmond,CA,94805,37.94072,-122.324993
Iglesia Bautista Getsemaní,Escondido,CA,92025,33.121675,-117.081485
First Chinese Baptist Church,Fountain Valley,CA,92708,33.703815,-117.962735
Iglesia Biblica Bautista Vida Nueva,Hayward,CA,94541,37.668821,-122.080796
Iglesia Bautista Fundamental Hispana,South Gate,CA,90280,33.946346,-118.200981
Lighthouse Baptist Church,La Verne,CA,91750,34.100843,-117.767836
Iglesia Bautista Fuente de Salvación,Lake Balboa,CA,91406,34.193824,-118.501046
Iglesia Bautista La Puerta Abierta,Lemon Grove,CA,91945,32.742552,-117.031417
Primera Iglesia Bautista De Long Beach,Long Beach,CA,90807,33.834363,-118.178872
Iglesia Bautista Agua Viva,Long Beach,CA,90805,33.861881,-118.183076
Iglesia Bautista Libertad,Houston,TX,77086,29.923547,-95.494241
Lighthouse Baptist Church,Moreno Valley,CA,92557,33.951176,-117.250203
Iglesia Bautista Gracia Admirable,Moreno Valley,CA,92557,33.951176,-117.250203
Shadow Mountain Baptist Church,Morgan Hill,CA,95037,37.130408,-121.654497
Iglesia Bautista Al Pie De La Montaña,Pacheco,CA,94553,38.013893,-122.133867
Iglesia Bautista de Sacramento,North Highlands,CA,95660,38.685736,-121.372175
Iglesia Bautista Fundamental Buenas Nuevas,San Carlos,CA,94070,37.504936,-122.261824
Iglesia Bautista Roca de la Eternidad,San Jose,CA,95112,37.362803,-121.905423
Centerville Baptist Church,South Boston,VA,24592,36.698749,-78.901399
Iglesia Bautista Fundamental La Gran Comisión,South Gate,CA,90280,33.946346,-118.200981
Iglesia Bautista Hollydale,South Gate,CA,90280,33.946346,-118.200981
Iglesia Bautista Sendero de Vida,South Gate,CA,90280,33.946346,-118.200981
Bible Baptist Church,Victorville,CA,92395,34.536107,-117.291157
Iglesia Biblica Bautista de Homestead,Homestead,FL,33030,25.471895,-80.475991
Iglesia Bautista Maranatha,Lakeland,FL,33810,28.121236,-81.998004
Iglesia Bautista Nueva Vida de Melbourne,Melbourne,FL,32934,28.152392,-80.685911
First Baptist Church of Westwood Lake,Miami,FL,33183,25.702005,-80.412213
Iglesia Bautista Nueva Vida,Pace,FL,32571,30.616396,-87.146109
Iglesia Bautista Fundamental Providencia,Riverview,FL,33578,27.871197,-82.326988
Maranatha Baptist Church,Tallahassee,FL,32303,30.471913,-84.314616
West Gate Baptist Church,Tampa,FL,33615,28.011027,-82.578926
Harvest Baptist Church,Acworth,GA,30102,34.085237,-84.595714
Vision Baptist Church,Alpharetta,GA,30009,34.070958,-84.274733
Whitfield Baptist Church,Dalton,GA,30720,34.769187,-84.970248
Oakwood Baptist Church,Flowery Branch,GA,30542,34.185102,-83.925181
Trinity Hill Baptist Church,Norcross,GA,30071,33.92206,-84.213292
Iglesia Bautista Monte Trinidad,Duluth,GA,30096,34.002857,-84.144105
Iglesia Bautista Betel,,IL,60103,41.990849,-88.185003
Iglesia Bautista Castillo Fuerte,Chicago,IL,60609,41.811862,-87.6689
Primera Iglesia Bautista Hispanoamericana,Rockford,IL,61101,42.271395,-89.093966
Iglesia Bautista Nueva Vida,Indianapolis,IN,46203,39.744084,-86.127681
Iglesia Bautista Fundamental Independiente La Zarza,Louisville,KY,40228,38.138723,-85.630771
Iglesia Bautista El Buen Pastor,Lincoln,NE,68510,40.806112,-96.660822
Iglesia Bautista Fundamental Filadelfia,Las Vegas,NV,89108,36.198644,-115.228611
Madison Avenue Baptist Church,Paterson,NJ,07501,40.91,-74.16
Iglesia Bautista Internacional de Astoria,Astoria,NY,11103,40.766102,-73.912437
Primera Iglesia Bautista de Habla Hispana,Brooklyn,NY,11201,40.694957,-73.98989
Every Nation Baptist Church,Charlotte,NC,28213,35.285239,-80.751863
Faith Baptist Church,Knightdale,NC,27545,35.787898,-78.482294
Bible Baptist Church,Matthews,NC,28105,35.115953,-80.722439
Iglesia Bautista el Calvario,Oklahoma City,OK,73119,35.420356,-97.558381
Eastland Baptist Church,Tulsa,OK,74108,36.16,-95.76
Iglesia Bautista La Gran Comisión,Salem,OR,97301,44.939157,-123.033121
Iglesia Bautista Bíblica,Central Falls,RI,02863,41.890655,-71.392279
Iglesia Bautista De La Fe,Greenville,SC,29609,34.883411,-82.398179
Iglesia Bautista Tabernáculo,,SC,29609,34.883411,-82.398179
Iglesia Bautista Fuente de Vida,Rock Hill,SC,29730,34.924867,-81.025078
Iglesia Bautista Shalom,Amarillo,TX,79101,35.207219,-101.833825
Iglesia Bautista Fundamental,Brownsville,TX,78526,25.966293,-97.474346
Iglesia Hispana Bautista del Norte,Killeen,TX,76543,31.115289,-97.693915
Iglesia Bautista Fundamental,Lewisville,TX,75067,33.000847,-96.96718
Iglesia Bautista Colonial,Homa Rd  Palmview,TX,78574,26.276995,-98.355125
Iglesia Bautista Betania,Mission,TX,78573,26.265108,-98.330065
Iglesia Bautista Pacer,Pasadena,TX,77502,29.680224,-95.199215
Primera Iglesia Bautista Fundamental,Roma,TX,78584,26.407067,-99.005546
Iglesia Bautista Emmanuel,Roma,TX,78584,26.407067,-99.005546
Iglesia Bautista Libertad,San Antonio,TX,78227,29.408606,-98.642614
Iglesia Bautista Puerta La Hermosa,San Antonio,TX,78221,29.346501,-98.504503
Primera Iglesia Bautista Fundamental Mexicana,San Antonio,TX,78210,29.395538,-98.462501
Iglesia Bautista Fe Victoriosa,,TX,15335,41.169382,-80.233295
Bethel Baptist Church,Hampton,VA,23669,37.030097,-76.345206
Heritage Multicultural Baptist Church,Quincy,WA,98848,47.2343,-119.85255
Ganado Baptist Church,Ganado,AZ,86505,35.71162,-109.542122
Victory Baptist Church,Talihina,OK,74571,34.751489,-95.048016
Tulsa Baptist Temple,Tulsa,OK,74104,36.149407,-95.952771
Pleasant Valley Baptist Church,Dallas,TX,75253,32.690664,-96.578131
Friendship Baptist Church,Joaquin,TX,75954,31.965723,-94.053803
Central Baptist Church,Harlingen,TX,78550,26.189466,-97.716565
Southside Baptist Church,,TX,75020,33.752966,-96.554539
Heritage Baptist Church,Picayune,MS,39466,30.52,-89.68
Heartland Baptist Church,,MO,63775,37.727513,-89.864546
New Life Baptist Church,Converse,TX,78109,29.518008,-98.316124
Osage Baptist Church,Amarillo,TX,79118,35.153084,-101.841058
Calvary First Baptist Church,Mesquite,TX,75181,32.739568,-96.556655
Calvary Baptist Church,Mesquite,TX,75149,32.76661,-96.599472
Spring Meadow Baptist Church,Franklin,TN,37064,35.925206,-86.868942
Lighthouse Baptist Church,Hudson,NH,03051,42.765443,-71.439717
Twin City Baptist Church,Brewer,ME,04412,44.796942,-68.760681
Story Road Baptist Church,Irving,TX,75060,32.804328,-96.964258
Northview Baptist Church,Brookhaven,MS,39601,31.579059,-90.440651
Mount Taylor Baptist Church,Grants,NM,87020,35.14726,-107.851447
Kingwood First Baptist Church,Kingwood,TX,77339,30.04318,-95.19766
Mount Pisgah Baptist Church,Oliver Springs,TN,37840,36.044664,-84.344359
Gideon Baptist Church,Houston,TX,77022,29.831946,-95.373713
Calvary Baptist Church,Chickasha,OK,73023,35.050015,-97.941249
Emmaus Road Baptist Church,Chesapeake,VA,23325,36.809957,-76.239392
Cornerstone Baptist Church,Carthage,TN,37030,36.252277,-85.951654
Grace Baptist Church,Logan,UT,84323,41.735362,-111.836839
Mount Logan Baptist Church,Logan,UT,84321,41.731345,-111.834863
New Grace Baptist Church,Concord,NC,28026,35.410959,-80.577893
Cliffview Chapel Baptist Church,Kanab,UT,84741,37.048142,-112.528548
Harvest Valley Baptist Church,Riverton,UT,84065,40.522003,-111.9391
Tabernacle Baptist Church,,TX,76542,31.07097,-97.717276
Berean Baptist Church,Batesville,IN,47006,39.300007,-85.222184
Fellowship Baptist Church,Stilwell,OK,74960,35.814431,-94.628616
Heritage Baptist Church,,UT,16101,-26.586815,27.818604
Victory Baptist Church,Longview,TX,75604,32.522111,-94.793713
Faith Baptist Church,Cordova,AL,35550,33.759829,-87.183335
Bible Baptist Church,Las Vegas,NV,89115,36.211125,-115.086217
Faith Baptist Church,Colonial Heights,VA,23834,37.255572,-77.411202
Antioch Baptist Church,,GA,30814,33.414583,-82.312624
Berean Baptist Church,Ellenwood,GA,30294,33.61011,-84.287978
Bethel Baptist Church,,GA,31324,31.938238,-81.303552
Bible Baptist Church,Brunswick,GA,31525,31.21937,-81.479438
Calvary Baptist Church,Lake Park,GA,31636,30.682153,-83.17959
Calvary Baptist Church,Smyrna,GA,30080,33.883887,-84.514745
Charity Baptist Church,Blountville,TN,37617,36.533159,-82.326806
Cherry Grove Baptist Church,Wilkesboro,NC,28697,36.145965,-81.16064
Columbia Baptist Temple,Columbia,SC,29209,33.96958,-80.936375
Community Baptist Church,Hickory,NC,28602,35.70952,-81.349544
Corinth Baptist Church,Loganville,GA,30052,33.838998,-83.900738
Faith Independent Baptist Church,,GA,30253,33.447336,-84.146862
Faithway Baptist Church,,NC,27401,36.072636,-79.791975
Fellowship Baptist Church,Wytheville,VA,24382,36.947997,-81.086975
Friendship Baptist Church,LaGrange,GA,30241,33.042131,-85.014527
Gospel Baptist Tabernacle,Hillsborough,NC,27278,36.07523,-79.099228
Harvest Baptist Church,Dawsonville,GA,30534,34.421205,-84.11908
Liberty Baptist Church,Kingston,TN,37763,35.880908,-84.508545
Meadow Baptist Church,Lawrenceville,GA,30043,33.992781,-84.022548
Mile Creek Baptist Church,Six Mile,SC,29682,34.80733,-82.820698
Morning Star Baptist Church,Cleveland,NC,27013,35.733195,-80.677011
Forrest Hills at Mountain View Baptist Church,Snellville,GA,30078,33.857328,-84.019911
Mount Calvary Baptist Church,Belleville,MI,48111,42.204841,-83.485211
New Hope Baptist Church,Salisbury,NC,28146,35.617463,-80.446118
Newton Baptist Church,Covington,GA,30016,33.586868,-83.95392
North Hazelwood Baptist Church,Waynesville,NC,28786,35.488748,-82.988873
Northside Baptist Church,Bassett,VA,24055,36.759304,-79.99032
Northside Baptist Church,Thomasville,GA,31792,30.836582,-83.978781
Old Suwanee Baptist Church,Buford,GA,30518,34.120656,-84.004351
Northwest Baptist Church,Greensboro,NC,27409,36.060938,-79.912512
One Way Baptist Church,Charlotte,NC,28208,35.239823,-80.897824
Pine Bluff Baptist Church,Albany,GA,31705,31.578444,-84.112844
Rich Acres Baptist Church,Martinsville,VA,24112,36.691526,-79.872539
Sewell Valley Baptist Church,Rainelle West  Rainelle,WV,25962,37.97737,-80.82152
Shady Grove Missionary  Baptist Church,Tuskegee,AL,36083,32.424029,-85.69162
Somerset Baptist Temple,Somerset,KY,42503,37.069271,-84.634459
Southside Baptist Church,Swainsboro,GA,30401,32.597386,-82.333738
Trinity Baptist Church,Warrenton,VA,20187,38.736148,-77.7594
Trulite Baptist Church,High Point,NC,27265,36.008786,-80.00744
Valley Drive Baptist Church,Fieldale,VA,24089,36.700137,-79.938652
Victory Baptist Church,Charleston,SC,29412,32.736077,-79.958969
Welch Creek Baptist Church,Walterboro,SC,29488,32.902138,-80.667263
Grace Baptist Church,Tempe,AZ,85283,33.368271,-111.944847
Verde Baptist Church,Cottonwood,AZ,86326,34.739489,-112.009794
First Baptist Church,Benson,AZ,85602,31.967861,-110.294517
Mountainside Baptist Church,Surprise,AZ,85378,33.63,-112.33
Bilingual Baptist Church,Sun City,AZ,85351,33.629011,-112.281934
NorthPointe Baptist Church,Chandler,AZ,85225,33.306161,-111.84125
Thirty-Fifth Avenue Baptist Church,Phoenix,AZ,85009,33.458072,-112.136851
Coronado Baptist Church,,AZ,85719,32.247568,-110.952824
First Baptist Church,Bagdad,AZ,86321,34.571814,-113.174759
New Life Baptist Church,Casa Grande,AZ,85122,32.879502,-111.757352
Desert View Baptist Church,Marana,AZ,85653,32.444699,-111.215709
Faith Baptist Church,,AZ,86326,34.739489,-112.009794
Western Hills Baptist Church,Glendale,AZ,85307,33.530491,-112.323176
Ponderosa Baptist Church,Payson,AZ,85541,34.230868,-111.325136
Immanuel Baptist Church,Scottsdale,AZ,85254,33.627821,-111.957916
Berean Baptist Church,San Tan Valley,AZ,85140,33.239015,-111.549565
Cornerstone Baptist Church,Kingman,AZ,86409,35.254753,-114.009073
Continental Baptist Church,Tucson,AZ,85743,32.364853,-111.125018
Harvest Baptist Church,Goodyear,AZ,85338,33.435367,-112.357601
Mountain Vista Baptist Church,Sierra Vista,AZ,85650,31.504855,-110.264104
Cross Road Baptist Church,Buckeye,AZ,85326,33.37032,-112.583777
New Testament Baptist Church,Tucson,AZ,85712,32.247768,-110.889564
Desert Streams Baptist Church,Yuma,AZ,85367,32.657925,-114.422064
Gateway Baptist Church,Humboldt,AZ,86329,34.5,-112.24
First Baptist Church,Miami,AZ,85539,33.399478,-110.87095
Grace Baptist Church,Chino Valley,AZ,86323,34.757523,-112.453781
Calvary Baptist Church,Kingman,AZ,86409,35.254753,-114.009073
Cornerstone Baptist Church,,AZ,18280,50.218605,12.199055
Elliot Road Baptist Church,Gilbert,AZ,85299,33.34915,-111.786533
Saguaro Hills Baptist Church,Mesa,AZ,85205,33.426859,-111.724329
First Baptist Church,Douglas,AZ,85608,31.454068,-109.584583
Calvary Baptist Church,,AZ,85602,31.967861,-110.294517
Cornerstone Baptist Church,Phoenix,AZ,85032,33.626978,-112.009924
Signs of Life Baptist Church,Phoenix,AZ,85032,33.626978,-112.009924
Central Baptist Church,Sierra Vista,AZ,85635,31.545571,-110.277225
Buckeye Baptist Church,Buckeye,AZ,85326,33.37032,-112.583777
Gospel Light Baptist Church,Mesa,AZ,85207,33.427818,-111.642762
Faith Baptist Church,Yuma,AZ,85364,32.692659,-114.627616
Gateway Baptist Church,Avondale,AZ,85323,33.435598,-112.349602
Tri-City Baptist Church,Chandler,AZ,85286,33.26771,-111.838284
True Vine Baptist Church,Glendale,AZ,85303,33.525522,-112.21268
Calvary Baptist Church,Mesa,AZ,85205,33.426859,-111.724329
Heritage Baptist Church,Goodyear,AZ,85338,33.435367,-112.357601
Southview Baptist Church,Statesville,NC,28677,35.782636,-80.887296
Landmark Baptist Church,Evansville,IN,47712,37.974148,-87.625656
Bible Baptist Tabernacle,Campbellsville,KY,42718,37.343397,-85.341907
Mountain View Baptist Church,Birmingham,AL,35235,33.630156,-86.655118
Iglesia Bautista Monte De Sion,Edinburg,TX,78542,26.336691,-98.128211
Spring City Baptist Church,Cleveland,VA,24225,36.943719,-82.151801
Bethel Baptist Church,Fort Pierce,FL,34981,27.414312,-80.351764
Bible Baptist Church,,FL,32064,30.294946,-82.98402
Bible Baptist Church,DeLand,FL,32720,29.028321,-81.30311
Buford Grove Baptist Church,Hilliard,FL,32046,30.691068,-81.917333
Charity Baptist Church,,FL,32347,30.117435,-83.581815
Fellowship Baptist Church,Carrabelle,FL,32322,29.853265,-84.664348
True Light Baptist Church,Homosassa,FL,34448,28.81,-82.57
Oak Hill Baptist Church,Davenport,FL,33896,28.244458,-81.549984
Victory Baptist Church,Panama City,FL,32401,30.160083,-85.654573
Bethesda Baptist Church,Jacksonville,FL,32254,30.334528,-81.716393
Battlefield Baptist Church,Fort Oglethorpe,GA,30742,34.951356,-85.241511
Bible Baptist Church,Statesboro,GA,30461,32.460644,-81.755212
Calvary Baptist Church,Toccoa,GA,30577,34.577437,-83.332881
Eastside Baptist Church,Thomasville,GA,31792,30.836582,-83.978781
Grace Baptist Church,Hinesville,GA,31313,31.84773,-81.596035
Grace Baptist Church,Warrenton,GA,30828,33.407084,-82.662078
Wahoo Baptist Church,,GA,30564,34.43,-83.89
Heritage Baptist Church,Cornelia,GA,30531,34.511488,-83.527117
Lakeland Baptist Church,Lakeland,GA,31635,31.041037,-83.075147
Lakeland Baptist Church,Buford,GA,30515,34.108944,-84.001552
Morningside Baptist Church,Columbus,GA,31909,32.539219,-84.919715
Open Door Baptist Church,Flowery Branch,GA,30542,34.185102,-83.925181
Philadelphia Baptist Church,Calhoun,GA,30701,34.502587,-84.951054
Tabernacle Baptist Church,Cairo,GA,39828,30.877406,-84.201394
Tabernacle Baptist Church,Cartersville,GA,30120,34.165097,-84.799938
Grace Baptist Church,Madisonville,KY,42431,37.328004,-87.498699
Northwest Baptist Church,Hopkinsville,KY,42240,36.865765,-87.488953
Pleasant View Baptist Church,,KY,40153,37.7083,-86.518901
Remnant Baptist Church,Owenton,KY,40359,38.536456,-84.841893
Ten Mile Baptist Church,Glencoe,KY,41046,38.714509,-84.822726
Bethel Baptist Church,Glen Burnie,MD,21060,39.190156,-76.607623
Charlestown Missionary Baptist Church,Charlestown  Charlestown,MD,21914,39.573725,-75.974946
Cornerstone Missionary Baptist Church,Street,MD,21154,39.668994,-76.379405
Franklin Baptist Church,Darlington,MD,21034,39.639274,-76.202732
Harmony Baptist Church,,NY,10941,41.475815,-74.365272
Tabernacle Baptist Church,Churchville,MD,21028,39.559598,-76.250168
Quarryville Baptist Church,Quarryville,PA,17566,39.897047,-76.163566
Trappe Baptist Church,Street,MD,21154,39.668994,-76.379405
