name,city,state,attend,denom,lat,lon
Calvary Lutheran Church,Golden Valley, MN,2300,LUTH,44.986118,-93.378462
Prince of Peace Lutheran Church,Burnsville, MN,3000,ELCA,44.767057,-93.277389
Calvary Baptist Church,Roseville, MN,1800,BGC,45.006077,-93.156611
Saint Andrew Lutheran Church,Eden Prairie, MN,2300,LUTH,44.854686,-93.470786
North Heights Lutheran Church,Arden Hills, MN,2200,LUTH,45.076141,-93.166695
Emmanuel Christian Center,Minneapolis, MN,3500,AG,44.9773,-93.265469
Shepherd of the Lake Lutheran Church,Prior Lake, MN,2000,ELCA,44.713327,-93.422687
Berean Baptist Church,Burnsville, MN,2100,BGC,44.767057,-93.277389
Evergreen Community Church,Bloomington, MN,2300,UNK,44.832241,-93.320487
Cedar Valley Church,Bloomington, MN,2000,AG,44.832241,-93.320487
Westwood Community Church,Excelsior, MN,3800,BGC,44.903296,-93.566346
Church of the Open Door,Maple Grove, MN,3500,CMA,45.098498,-93.441922
Woodbury Lutheran Church,Woodbury, MN,2100,LUTH,44.919896,-92.933945
Saint Philip the Deacon Lutheran Church,Plymouth, MN,2000,ELCA,45.006515,-93.46651
River Valley Church,Apple Valley, MN,5000,AG,44.731909,-93.21772
Wooddale Church,Eden Prairie, MN,5500,BGC,44.854686,-93.470786
Shepherd of the Valley Lutheran Church,Apple Valley, MN,2200,LUTH,44.731909,-93.21772
Crossroads Church,Woodbury, MN,2200,NONDENOM,44.919896,-92.933945
New Hope Church Evangelical Free Church,New Hope, MN,3757,EF,45.034718,-93.386104
Substance Church,Roseville, MN,3000,NONDENOM,45.006077,-93.156611
Living Word Christian Center,Brooklyn Park, MN,9000,UNK,45.100481,-93.344359
Mount Olivet Lutheran Church,Minneapolis, MN,5895,ELCA,44.9773,-93.265469
Eagle Brook Church,Centerville, MN,17091,BGC,45.163022,-93.055776
Bethlehem Baptist Church,Minneapolis, MN,4600,BGC,44.9773,-93.265469
Grace Church,Eden Prairie, MN,5500,NONDENOM,44.854686,-93.470786
North Heights Lutheran Church,Roseville, MN,2300,ELCA,45.006077,-93.156611
Saint Andrew's Lutheran Church,Mahtomedi, MN,2100,ELCA,45.069689,-92.951604
Woodland Hills Church,St. Paul, MN,5000,BGC,44.949749,-93.093103
Hosanna!,Lakeville, MN,6600,LUTH,44.650051,-93.243279
Twin Rivers Worship Center,Saint Louis, MO,2500,UNK,38.626426,-90.199585
Morning Star Church,O'Fallon, MO,1945,UMC,38.791037,-90.703911
Vineyard Christian Fellowship,Kansas City, MO,2000,VINE,39.100105,-94.578142
Woodcrest Chapel,Columbia, MO,2200,UNK,55.619517,37.506776
Forerunner Christian Fellowship,Kansas City, MO,2000,NONDENOM,39.100105,-94.578142
Faith Church of St. Louis,Fenton, MO,4000,NONDENOM,38.513199,-90.440058
Central Assembly of God Church,Springfield, MO,2468,AG,37.216678,-93.292037
Second Baptist Church,Springfield, MO,2543,SBC,37.216678,-93.292037
Friendly Temple Missionary Baptist Church,Saint Louis, MO,3500,BAPT,38.626426,-90.199585
Saint John Lutheran Church,Ellisville, MO,2300,LUTH,38.594637,-90.584838
Life Center,Saint Louis, MO,2500,NONDENOM,38.626426,-90.199585
College Heights Christian Church,Joplin, MO,1971,CHRISTIAN,37.08418,-94.51323
Colonial Presbyterian Church,Kansas City, MO,2200,PCA,39.100105,-94.578142
Grace Church,Maryland Heights, MO,3800,NONDENOM,38.715051,-90.435999
Saint Louis Family Church,Chesterfield, MO,6000,NONDENOM,55.752496,37.58938
Element Church,Wentzville, MO,2500,NONDENOM,38.824414,-90.868312
The Crossing,Columbia, MO,3400,NONDENOM,55.619517,37.506776
Church on the Rock,Saint Peters, MO,4900,NONDENOM,38.791612,-90.595847
Christ Church of Oronogo,Oronogo, MO,2506,CHRISTIAN,37.188391,-94.470227
Lees Summit Community Church,Lee's Summit, MO,2001,UNK,38.910716,-94.38213
Calvary Church,Saint Peters, MO,3500,EF,38.791612,-90.595847
Word of Life Church,Saint Joseph, MO,4000,NONDENOM,39.768606,-94.846632
Harvester Christian Church,Saint Charles, MO,3286,CHRISTIAN,38.794625,-90.519829
The Crossing,Chesterfield, MO,6000,NONDENOM,55.752496,37.58938
First Baptist Raytown,Raytown, MO,2000,SBC,39.016843,-94.463047
LifeChurch,St Louis, MO,2000,NONDENOM,38.626426,-90.199585
Pleasant Valley Baptist Church,Liberty, MO,2905,SBC,55.753269,37.635091
The Journey Fellowship,Saint Louis, MO,3300,NONDENOM,38.626426,-90.199585
La Croix United Methodist Church,Cape Girardeau, MO,1943,UMC,37.303493,-89.523036
Ridgecrest Baptist Church,Springfield, MO,1900,SBC,37.216678,-93.292037
First Baptist Church,Arnold, MO,2385,SBC,38.422671,-90.375829
North Point Church,Springfield, MO,4500,AG,37.216678,-93.292037
Sheffield Family Life Center,Kansas City, MO,5135,AG,39.100105,-94.578142
Cape First,Cape Girardeau, MO,2800,AG,37.303493,-89.523036
James River Assembly,Ozark, MO,8246,AG,37.021425,-93.205303
First Baptist Church,Arnold, MO,2385,SBC,38.422671,-90.375829
Abundant Life Baptist Church,Lee's Summit, MO,2000,NONDENOM,38.910716,-94.38213
Colonial Hills Baptist Church,Southaven, MS,2000,SBC,34.988982,-90.012591
Pinelake Church,Brandon, MS,9091,SBC,32.273148,-89.986806
Crossgates Baptist Church,Brandon, MS,2286,SBC,32.273148,-89.986806
Broadmoor Baptist Church,Madison, MS,2000,SBC,32.461809,-90.115364
The Orchard,Tupelo, MS,2300,UMC,34.257607,-88.703386
Christ United Methodist Church,Jackson, MS,1800,UMC,32.299002,-90.184769
Temple Baptist Church,Hattiesburg, MS,3000,SBC,31.327119,-89.290339
Harrisburg Baptist Church,Tupelo, MS,2000,BAPT,34.257607,-88.703386
Brown Missionary Baptist Church,Southaven, MS,3257,BAPT,34.988982,-90.012591
Woodlawn Church,Columbia, MS,2500,UPC,31.251844,-89.83758
First Baptist Church,Brandon, MS,1900,SBC,32.273148,-89.986806
First Baptist Church,Jackson, MS,2500,SBC,32.299002,-90.184769
Harvest Church,Billings, MT,2500,EVAN,45.787496,-108.49607
Faith Chapel,Billings, MT,4500,4SQ,45.787496,-108.49607
Kalispell Christian Center,Kalispell, MT,2500,AG,48.202158,-114.315321
Mud Creek Baptist Church,Hendersonville, NC,2590,SBC,35.318728,-82.460953
Mecklenburg Community Church,Charlotte, NC,2000,UNK,35.227209,-80.843083
First Assembly of God,Winston-Salem, NC,3300,AG,36.099813,-80.244052
Calvary Chapel,Apex, NC,2000,CAL,35.732535,-78.850552
Port City Community Church,Wilmington, NC,5200,UNK,34.225728,-77.944711
Lake Forest Church,Huntersville, NC,2000,EPC,35.410828,-80.84293
Saint Mark's Church,Burlington, NC,2000,UNK,36.095692,-79.437799
Crosspointe Church of Cary,Cary, NC,2046,CHRISTIAN,35.788289,-78.781208
Gospel Light Baptist Church,Walkertown, NC,2000,BAPT,36.174827,-80.152159
Carmel Baptist Church,Matthews, NC,2647,SBC,35.115953,-80.722439
Hickory Grove Baptist Church,Charlotte, NC,4539,SBC,35.227209,-80.843083
The Summit Church,Kernersville, NC,2700,BGC,36.119859,-80.073653
First Baptist of Jacksonville,Jacksonville, NC,2200,BAPT,34.749475,-77.420822
Manna Church,Fayetteville, NC,7300,UNK,35.052576,-78.878292
C3 Church,Clayton, NC,3852,NONDENOM,35.650711,-78.456391
Colonial Baptist Church,Cary, NC,3800,BAPT,35.788289,-78.781208
Hope Community Church,Raleigh, NC,7854,SBC,35.780398,-78.639099
Providence Baptist Church,Raleigh, NC,2500,SBC,35.780398,-78.639099
Calvary Baptist Church,Winston Salem, NC,5000,SBC,36.099813,-80.244052
Mid Way Baptist Church,Raleigh, NC,2600,NONDENOM,35.780398,-78.639099
Crossroads Fellowship Church,Raleigh, NC,3500,NONDENOM,35.780398,-78.639099
Grace Covenant Church,Cornelius, NC,2600,4SQ,35.481705,-80.859001
Westover Church,Greensboro, NC,4000,NONDENOM,36.072636,-79.791975
Bethlehem Church,Gastonia, NC,2700,SBC,35.262216,-81.183879
The Cove Church,Mooresville, NC,4200,UNK,35.58486,-80.810072
Newhope church,Durham, NC,4235,NONDENOM,35.996653,-78.901805
Destiny Christian Center,Greensboro, NC,2100,NONDENOM,36.072636,-79.791975
Bay Leaf Baptist Church,Raleigh, NC,1400,SBC,35.780398,-78.639099
Saint Paul Baptist Church,Charlotte, NC,4500,NBC,35.227209,-80.843083
The Park Church,Charlotte, NC,6000,UNK,35.227209,-80.843083
Friendship Missionary Baptist Church,Charlotte, NC,2700,BAPT,35.227209,-80.843083
Concord First Assembly,Concord, NC,3000,AG,35.409418,-80.580005
Village Baptist Church,Fayetteville, NC,1800,SBC,35.052576,-78.878292
Mount Zion Baptist Church,Greensboro, NC,2800,BAPT,36.072636,-79.791975
The Summit Church,Durham, NC,6639,SBC,35.996653,-78.901805
World Overcomers Christian Church,Durham, NC,10000,NONDENOM,35.996653,-78.901805
Church at Charlotte,Charlotte, NC,2000,EF,35.227209,-80.843083
Northside Baptist Church,Charlotte, NC,2000,BAPT,35.227209,-80.843083
Elevation Church,Matthews, NC,22200,NONDENOM,35.115953,-80.722439
Elevation Baptist Church,Raleigh, NC,2000,BAPT,35.780398,-78.639099
Christian Faith Center,Creedmoor, NC,5000,NONDENOM,36.122741,-78.686227
St. Peter's Church and World Outreach Center,Winston-Salem, NC,4000,NONDENOM,36.099813,-80.244052
Christ United Methodist Church,Hickory, NC,2162,UMC,35.733331,-81.344292
Southbrook Church,Weddington, NC,2000,NONDENOM,35.022371,-80.760904
Snyder Memorial Baptist Church,Fayetteville, NC,2000,SBC,35.052576,-78.878292
Victory Christian Center,Charlotte, NC,3500,NONDENOM,35.227209,-80.843083
Covenant Love Church,Fayetteville, NC,2000,NONDENOM,35.052576,-78.878292
First Baptist Church,Indian Trail, NC,2537,SBC,35.076814,-80.669235
Forest Hill Church,Charlotte, NC,3000,EPC,35.227209,-80.843083
Northwood Temple Church,Fayetteville, NC,2000,IPHC,35.052576,-78.878292
Christ Covenant Church,Matthews, NC,1800,PCA,35.115953,-80.722439
Calvary Church,Charlotte, NC,2348,NONDENOM,35.227209,-80.843083
Covenant United Methodist Church,Winterville, NC,1825,UMC,35.529051,-77.401076
Central Church of God,Charlotte, NC,6000,COG,35.227209,-80.843083
New Birth-Charlotte,Cornelius, NC,6500,NONDENOM,35.481705,-80.859001
Steele Creek Community Church,Charlotte, NC,2500,NONDENOM,35.227209,-80.843083
Biltmore Baptist Church,Arden, NC,6021,SBC,35.466182,-82.516424
University Park Baptist Church,Charlotte, NC,10000,BAPT,35.227209,-80.843083
Evangel Fellowship,Greensboro, NC,2000,COGIC,36.072636,-79.791975
Bethel Church,Fargo, ND,2500,EF,46.877229,-96.789821
Hope Lutheran Church,Fargo, ND,2500,ELCA,46.877229,-96.789821
King of Kings Lutheran Church,Omaha, NE,2400,LUTH,41.258746,-95.938376
Lincoln Berean Church,Lincoln, NE,5000,NONDENOM,40.808886,-96.707775
College View Seventh Day Adventist Churc,Lincoln, NE,2200,SDA,40.808886,-96.707775
Lifegate Church,Omaha, NE,1800,NONDENOM,41.258746,-95.938376
Westside Church,Omaha, NE,2000,SBC,41.258746,-95.938376
Christ Community Church,Omaha, NE,4200,CMA,41.258746,-95.938376
Bellevue Christian Center,Bellevue, NE,2500,CHRISTIAN,41.143455,-95.912469
Manchester Christian Church,Manchester, NH,2100,CHRISTIAN,42.99564,-71.454789
Bethany at Chester Road,Raymond, NH,2000,NONDENOM,43.036196,-71.183395
Pilgrim Church,Paramus, NJ,2500,KPCA,40.945291,-74.07359
Jacksonville Chapel,Lincoln Park, NJ,2000,NONDENOM,40.726657,-74.177979
Calvary Chapel of Old Bridge,Old Bridge, NJ,4500,CAL,40.414071,-74.30421
Cathedral International,Perth Amboy, NJ,3000,BAPT,40.506772,-74.265423
Kingdom Church,Ewing, NJ,2500,UNK,40.268811,-74.80069
Bethany Church,Wayne, NJ,2500,KPCA,40.949172,-74.23768
Rutgers Community Christian Church,Somerset, NJ,2200,NONDENOM,40.497604,-74.488487
Liquid Church,Morristown, NJ,2000,NONDENOM,40.797038,-74.480987
Calvary Baptist Church,Morristown, NJ,1800,BAPT,40.797038,-74.480987
Princeton Alliance Church,Plainsboro, NJ,1800,CMA,40.333441,-74.600434
Faith Living Christian Center,Pennsauken, NJ,2300,NONDENOM,39.956224,-75.05795
Abundant Life Family Worship Church,New Brunswick, NJ,2200,NONDENOM,40.486217,-74.451817
Agape Family Worship Center,Rahway, NJ,2500,NONDENOM,40.608159,-74.277647
Chodae Community Church,Norwood, NJ,2500,KPCA,40.998153,-73.961804
Faith Fellowship Ministries World Outreach Center,Sayreville, NJ,10100,NONDENOM,40.463536,-74.36185
Saint Matthew's Baptist Church,Williamstown, NJ,9000,UNK,39.686226,-74.995168
Evangel Church,Scotch Plains, NJ,2117,AG,40.65538,-74.389873
The Presbyterian Church of Toms River,Toms River, NJ,2500,PRES,39.953736,-74.197958
Bethany Baptist Church,Lindenwold, NJ,6000,NONDENOM,39.812002,-75.005563
Christ Church,Rockaway, NJ,5000,NONDENOM,40.90121,-74.514323
Metropolitan Baptist Church,Newark, NJ,2500,BAPT,40.735657,-74.172367
Gloucester County Community Church,Sewell, NJ,2500,NONDENOM,39.766503,-75.144344
Hawthorne Gospel Church,Hawthorne, NJ,2200,NONDENOM,40.949265,-74.153755
First Baptist Church of Lincoln Gardens,Somerset, NJ,6000,BAPT,40.497604,-74.488487
Fellowship Alliance Chapel,Medford, NJ,2500,CMA,39.900947,-74.823496
Legacy Church,Albuquerque, NM,10100,NONDENOM,35.084103,-106.650985
CopperPointe Church,Albuquerque, NM,2000,NONDENOM,35.084103,-106.650985
Destiny Center Church,Rio Rancho, NM,1800,NONDENOM,35.269381,-106.632819
Faith Christian Family Church,Clovis, NM,2000,NONDENOM,34.405472,-103.205071
Pinon Hills Community Church,Farmington, NM,2000,NONDENOM,36.729115,-108.205445
Calvary Baptist Church,Las Cruces, NM,1800,SBC,32.314035,-106.779808
Sagebrush Community Church,Albuquerque, NM,9000,NONDENOM,35.084103,-106.650985
Calvary Chapel of Albuquerque,Albuquerque, NM,16830,CAL,35.084103,-106.650985
Hoffmantown Church,Albuquerque, NM,1800,SBC,35.084103,-106.650985
Casa del Rey,Alburquerque, NM,3100,AG,35.084103,-106.650985
The Crossing A Christian Church,Las Vegas, NV,2577,CHRISTIAN,36.167256,-115.148516
Living Stones Church,Reno, NV,2297,NONDENOM,39.526121,-119.812658
Victory Missionary Baptist Church,Las Vegas, NV,2000,UNK,36.167256,-115.148516
Grace Church,Reno, NV,2500,NONDENOM,39.526121,-119.812658
Grace Community Church,Reno, NV,2800,NONDENOM,39.526121,-119.812658
Shadow Hills Church,Las Vegas, NV,2547,SBC,36.167256,-115.148516
Apex Church,Las Vegas, NV,3500,NONDENOM,36.167256,-115.148516
Summit Christian Church,Sparks, NV,2467,CHRISTIAN,39.540468,-119.748724
International Church of Las Vegas,Las Vegas, NV,5000,AG,36.167256,-115.148516
Central Christian Church,Henderson, NV,21055,CHRISTIAN,36.030113,-114.982619
Canyon Ridge Christian Church,Las Vegas, NV,6500,CHRISTIAN,36.167256,-115.148516
Calvary Chapel Spring Valley,Las Vegas, NV,3000,CAL,36.167256,-115.148516
The Church at South Las Vegas,Henderson, NV,3200,NONDENOM,36.030113,-114.982619
LifePoint Church,Minden, NV,2000,NONDENOM,38.954249,-119.765617
Full Gospel Tabernacle Church,Orchard Park, NY,2200,CHRISTIAN,42.767038,-78.743552
Abyssinian Baptist Church,Harlem, NY,4000,NBC,40.809752,-73.949986
Saint Paul Community Baptist,Brooklyn, NY,2000,NONDENOM,40.652601,-73.949721
Elim International Fellowship,Brooklyn, NY,2000,UNK,40.652601,-73.949721
El Centro Cristiano Adonai,Corona, NY,1900,UNK,40.746959,-73.860146
Iglesia Pentecostal Macedonia,New York, NY,4550,PENT,40.750183,-73.983759
Bethany Baptist Church,Brooklyn, NY,1800,SBC,40.652601,-73.949721
The Wesleyan Church of Hamburg,Hamburg, NY,1900,WES,42.716293,-78.828717
Thessalonia Baptist Church,Bronx, NY,2000,BAPT,40.847019,-73.897212
Bridge Street AME,Brooklyn, NY,2500,AME,40.652601,-73.949721
Times Square Church,New York, NY,8000,UNK,40.750183,-73.983759
International Christian Center,Staten Island, NY,2450,AG,40.583456,-74.149605
Eastern Hills Wesleyan Church,Williamsville, NY,2500,WES,42.963784,-78.737726
Smithtown Gospel Tabernacle,Smithtown, NY,2700,NONDENOM,40.855931,-73.200669
Metro International Church,Brooklyn, NY,2400,NONDENOM,40.652601,-73.949721
Concord Baptist Church of Christ,Brooklyn, NY,2500,BAPT,40.652601,-73.949721
Zion Dominion Global Ministries,Amherst, NY,2000,COGIC,40.768888,-73.954511
The Father's House,Rochester, NY,3500,UNK,43.157285,-77.615214
Northway Fellowship Church,Clifton Park, NY,2000,NONDENOM,40.770616,-73.994759
Redeemer Presbyterian Church,New York City, NY,5200,PCA,40.740281,-73.994801
Christian Faith Fellowship Family Church,Middletown, NY,2500,NONDENOM,41.45011,-74.416481
Christ Tabernacle,Glendale, NY,4000,NONDENOM,40.701492,-73.886803
Grace Fellowship Church,Latham, NY,3400,NONDENOM,42.744406,-73.761563
Upper Room Christian World Center,Dix Hills, NY,2200,NONDENOM,40.804821,-73.33623
Brooklyn Tabernacle,Brooklyn, NY,10000,UNK,40.652601,-73.949721
The Riverside Church,New York, NY,2500,NONDENOM,40.750183,-73.983759
Calvary Baptist Church,New York, NY,2000,BAPT,40.750183,-73.983759
Highland Church,Jamaica, NY,3000,NONDENOM,40.702913,-73.800643
Greater Centennial A.M.E. Zion Church,Mount Vernon, NY,2100,AME,40.723374,-73.838697
Grace Community Church,Washingtonville, NY,2293,BGC,40.954222,-73.737414
Love Fellowship Tabernacle,Brooklyn, NY,2000,NONDENOM,40.652601,-73.949721
Abundant Life Christian Center,East Syracuse, NY,2000,PENT,43.065345,-76.078533
Emmanuel Baptist Church,Brooklyn, NY,2200,ABC,40.652601,-73.949721
The Chapel,Getzville, NY,4800,NONDENOM,43.024324,-78.767833
Promise New York Church,Flushing, NY,3800,AG,40.76543,-73.817429
Perfecting Faith Church,Freeport, NY,2000,UNK,40.657607,-73.583583
Bethel Gospel Tabernacle,Jamaica, NY,2000,NONDENOM,40.702913,-73.800643
Christian Cultural Center,Brooklyn, NY,13000,NONDENOM,40.652601,-73.949721
Canaan Baptist Church of Christ,New York, NY,3000,BAPT,40.750183,-73.983759
The Korean Presbyterian Church of Queens,Flushing, NY,3000,KPCA,40.76543,-73.817429
Allen AME Church,Jamaica, NY,6150,AME,40.702913,-73.800643
Grace Church,Middleburg Heights, OH,3600,UNK,41.36144,-81.812912
Cleveland Baptist Church,Cleveland, OH,2010,SBC,41.505161,-81.693445
Christ's Church At Mason,Mason, OH,2519,CHRISTIAN,39.360059,-84.309939
Reynoldsburg United Methodist Church,Reynoldsburg, OH,2200,UMC,39.954786,-82.812119
The Chapel,Akron, OH,7347,NONDENOM,41.083064,-81.518485
Apex Community Church,Kettering, OH,2500,SBC,39.689504,-84.168827
Mount Zion Baptist Church of Oakwood Village,Oakwood Village, OH,3000,BAPT,41.365333,-81.507896
Akron Baptist Temple,Akron, OH,3000,NONDENOM,41.083064,-81.518485
Jersey Baptist Church,Pataskala, OH,1900,SBC,39.995573,-82.674237
Solid Rock Church,Monroe, OH,4000,NONDENOM,39.443269,-84.363365
SouthBrook Christian Church,Miamisburg, OH,3100,CHRISTIAN,39.642836,-84.286608
Faith Family Church,Canton, OH,3000,NONDENOM,40.798546,-81.374951
First Church of God,Columbus, OH,4000,COG,39.96226,-83.000707
Canton Baptist Temple,Canton, OH,1800,BAPT,40.798546,-81.374951
World Harvest Church,Canal Winchester, OH,5000,NONDENOM,39.842822,-82.805646
CedarCreek.tv,Perrysburg, OH,9155,NONDENOM,41.557118,-83.627932
Vineyard Christian Fellowship,Beavercreek, OH,3000,VINE,39.709226,-84.063269
Church of the Open Door,Elyria, OH,2500,NONDENOM,41.367319,-82.107358
The Chapel,Sandusky, OH,2200,NONDENOM,41.4561,-82.711581
Christ Emmanuel Christian Fellowship,Cincinnati, OH,2000,NONDENOM,39.101454,-84.51246
Crossroads,Cincinnati, OH,16792,NONDENOM,39.101454,-84.51246
Far Hills Community Church,Dayton, OH,2000,SBC,39.758948,-84.191607
The House of the Lord,Akron, OH,3000,NONDENOM,41.083064,-81.518485
Victory Christian Center,Lowellville, OH,2500,AG,41.035942,-80.536226
Fairfield Christian Church,Lancaster, OH,2000,NONDENOM,39.713675,-82.599329
Upper Arlington Lutheran Church,Columbus, OH,2200,LUTH,39.96226,-83.000707
The Word Church,Cleveland, OH,7000,UNK,41.505161,-81.693445
Shiloh Baptist Church,Dayton, OH,2500,BAPT,39.758948,-84.191607
Cuyahoga Valley Community Church,Broadview Heights, OH,2000,UNK,41.313943,-81.685127
Lima Community Church,Lima, OH,1888,NAZ,40.739979,-84.105006
Cornerstone Church,Toledo, OH,4000,NONDENOM,41.652914,-83.537817
Grace Church,Norton, OH,4000,UNK,41.029222,-81.63818
Heritage Christian Church,Westerville, OH,2700,CHRISTIAN,40.126139,-82.929529
RiverTree Christian Church,Massillon, OH,2600,CHRISTIAN,40.796512,-81.52316
Parkside Church,Chagrin Falls, OH,4000,NONDENOM,41.436589,-81.385506
Montgomery Community Church,Cincinnati, OH,2500,ABC,39.101454,-84.51246
Lincoln Heights Missionary Baptist Church,Cincinnati, OH,3200,BAPT,39.101454,-84.51246
Crossroads Community Church,Mansfield, OH,5500,NONDENOM,40.75839,-82.515447
Columbus Christian Center Church,Columbus, OH,2500,NONDENOM,39.96226,-83.000707
Olivet Institutional Baptist Church,Cleveland, OH,2000,UNK,41.505161,-81.693445
NewPointe Community Church,Dover, OH,3200,METH,40.521338,-81.474148
New Life Church,Gahanna, OH,1800,NONDENOM,40.019563,-82.879136
Christian Life Center,Dayton, OH,2700,AG,39.758948,-84.191607
Grace Brethren Church of Columbus,Westerville, OH,2500,BRETHREN,40.126139,-82.929529
Christ Community Chapel,Hudson, OH,4500,NONDENOM,41.240056,-81.440667
Cypress Wesleyan Church,Galloway, OH,3200,WES,39.913921,-83.163334
Man's Authentic Nature,Loveland, OH,4000,VINE,39.26768,-84.274604
Fairhaven Church,Centerville, OH,3500,CMA,39.628393,-84.159382
First Christian Church,Springfield, OH,2074,CHRISTIAN,39.923405,-83.810138
Vineyard Community Church,Cincinnati, OH,5829,VINE,39.101454,-84.51246
Grove City Church of the Nazarene,Grove City, OH,3446,NAZ,39.881452,-83.092965
Xenos Christian Fellowship,Columbus, OH,5000,NONDENOM,39.96226,-83.000707
New Salem Baptist Church,Columbus, OH,2000,BAPT,39.96226,-83.000707
Only Believe Ministries Christian Center,Botkins, OH,2000,NONDENOM,40.467826,-84.180502
Vineyard Church of Columbus,Westerville, OH,7827,VINE,40.126139,-82.929529
Ginghamsburg United Methodist Church,Tipp City, OH,4600,UMC,39.958389,-84.172164
First Baptist Church,Oklahoma City, OK,2000,SBC,35.472989,-97.517054
Edmond's First Baptist Church,Edmond, OK,2000,SBC,35.657137,-97.464904
Crossroads Cathedral,Oklahoma City, OK,2500,AG,35.472989,-97.517054
Boston Avenue United Methodist Church,Tulsa, OK,2004,UMC,36.155681,-95.992911
Asbury United Methodist Church,Tulsa, OK,3274,UMC,36.155681,-95.992911
Westmoore Community Church,Oklahoma City, OK,2000,EC,35.472989,-97.517054
Faith Tabernacle,Oklahoma City, OK,2000,AG,35.472989,-97.517054
People's Church,Oklahoma City, OK,6000,AG,35.472989,-97.517054
Grace Church,Broken Arrow, OK,1800,NONDENOM,36.052599,-95.79082
Victory Christian Center,Tulsa, OK,9500,UNK,36.155681,-95.992911
LifeChurch.tv,Edmond, OK,30000,EC,35.657137,-97.464904
Journey Church,Norman, OK,3300,EC,35.222572,-97.439482
Cathedral of Praise,Oklahoma City, OK,1800,PENT,35.472989,-97.517054
First Baptist Church,Broken Arrow, OK,2100,SBC,36.052599,-95.79082
Church at Battle Creek,Broken Arrow, OK,2092,SBC,36.052599,-95.79082
Rhema Bible Church,Tulsa, OK,5500,UNK,36.155681,-95.992911
Broken Arrow Baptist Church,Tulsa, OK,2092,SBC,36.155681,-95.992911
Crossings Community Church,Oklahoma City, OK,5500,NONDENOM,35.472989,-97.517054
Guts Church,Tulsa, OK,4000,NONDENOM,36.155681,-95.992911
Memorial Road Church of Christ,Edmond, OK,2600,COC,35.657137,-97.464904
Church on the Move,Tulsa, OK,10000,NONDENOM,36.155681,-95.992911
Destiny Church,Broken Arrow, OK,1800,NONDENOM,36.052599,-95.79082
Victory Life Family Worship Center,Durant, OK,4000,UNK,33.991976,-96.377676
Southwest Baptist Church,Oklahoma City, OK,2500,BAPT,35.472989,-97.517054
Church of the Harvest,Oklahoma City, OK,2500,NONDENOM,35.472989,-97.517054
Church of the Servant,Oklahoma City, OK,1992,UMC,35.472989,-97.517054
Bethany First Church of the Nazarene,Bethany, OK,2361,NAZ,35.518673,-97.632265
Council Road Baptist Church,Bethany, OK,2300,SBC,35.518673,-97.632265
Henderson Hills Baptist Church,Edmond, OK,2500,SBC,35.657137,-97.464904
First Baptist Church Altus,Altus, OK,2000,SBC,34.638126,-99.333975
Victory Church,Oklahoma City, OK,8000,NONDENOM,35.472989,-97.517054
Metropolitan Bible Church,Ottawa, ON,2500,NONDENOM,45.421143,-75.690057
Prayer Palace Church,Toronto, ON,2500,NONDENOM,43.653482,-79.383935
Agincourt Pentecostal Church,Toronto, ON,2200,PAC,43.653482,-79.383935
The Meeting House,Oakville, ON,5007,BIC,43.447436,-79.666672
Richmond Hill Chinese Community Church,Richmond Hill, ON,2800,EVAN,43.880078,-79.439392
The Peoples Church,Toronto, ON,3800,NONDENOM,43.653482,-79.383935
Bramalea Baptist Church,Bramalea, ON,1800,EVAN,43.720472,-79.72187
North Park Community Church,London, ON,2200,NONDENOM,42.983675,-81.249607
Morning Star Community Church,Salem, OR,2500,NONDENOM,44.939157,-123.033121
Cedar Mill Bible Church,Portland, OR,1900,NONDENOM,45.520247,-122.674195
City Bible Church,Portland, OR,3500,NONDENOM,45.520247,-122.674195
Westside Church,Bend, OR,3500,4SQ,44.058173,-121.31531
Sunset Presbyterian Church,Portland, OR,2300,PCA,45.520247,-122.674195
Good Shepherd Community Church,Boring, OR,2300,NONDENOM,45.430072,-122.374059
Beaverton Foursquare Church,Beaverton, OR,5600,4SQ,45.487172,-122.80378
Salem First Church of the Nazarene,Salem, OR,2000,NAZ,44.939157,-123.033121
Table Rock Fellowship,Central Point, OR,2000,NONDENOM,42.376782,-122.912721
Rolling Hills Community Church,Tualatin, OR,2900,NONDENOM,45.383855,-122.766351
Portland Christian Center,Portland, OR,2000,AG,45.520247,-122.674195
Abundant Life Church,Damascus, OR,2426,CHRISTIAN,45.417626,-122.458985
First Baptist Church Eugene,Eugene, OR,3000,CBA,44.050505,-123.095051
Applegate Christian Fellowship,Jacksonville, OR,7000,CAL,42.314411,-122.965346
Southlake Foursquare Church,West Linn, OR,2500,4SQ,45.365676,-122.612314
Solid Rock Church,Portland, OR,6000,NONDENOM,45.520247,-122.674195
Imago Dei Community,Portland, OR,2000,UNK,45.520247,-122.674195
East Hill Foursquare Church,Gresham, OR,2800,4SQ,45.499748,-122.430977
Salem Alliance Church,Salem, OR,2600,CMA,44.939157,-123.033121
King Street Church,Chambersburg, PA,2000,UNK,39.94059,-77.659862
The Worship Center,Lancaster, PA,2150,UNK,40.03813,-76.305669
Victory Family Church,Cranberry Twp, PA,2000,UNK,40.71147,-80.107235
Christ Community Church,Camp Hill, PA,2000,NONDENOM,40.239812,-76.919974
Calvary Chapel of Philadelphia,Philadelphia, PA,10000,CAL,39.952724,-75.163526
